Region,Council,Ward,Centre,Reg.No.,Ownership,"COBET-Cohort I, M","COBET-Cohort I, F","COBET-Cohort I, T","COBET-Cohort II, M","COBET-Cohort II, F","COBET-Cohort II, T"
Dodoma,Dodoma CC,Uhuru,KALOLENI,EM.1774,Government,23,9,32,0,0,0
Dodoma,Kondoa,Hondomairo,MISREY,EM.19573,Government,16,16,32,0,0,0
Dodoma,Kondoa,Hondomairo,SWAGASWAGA,EM.19574,Government,11,12,23,0,0,0
Dodoma,Kondoa,Kikilo,BERABERA,EM.8063,Government,8,6,14,0,0,0
Dodoma,Kondoa,Kikilo,KIKILO,EM.738,Government,4,1,5,0,0,0
Dodoma,Kondoa,Kikore,HURUI,EM.10426,Government,7,6,13,5,0,5
Dodoma,Kondoa,Kikore,KIKORE,EM.10427,Government,7,8,15,0,0,0
Dodoma,Kondoa TC,Bolisa,BOLISA,EM.2219,Government,3,2,5,0,0,0
Dodoma,Kondoa TC,Chemchem,KONDOA,EM.146,Government,0,0,0,1,0,1
Dodoma,Kondoa TC,Kilimani,BICHA,EM.8065,Government,3,1,4,3,1,4
Dodoma,Kondoa TC,Kingale,KINGALE,EM.1195,Government,2,1,3,0,0,0
Dodoma,Kondoa TC,Kolo,KOLOWASI,EM.38,Government,3,3,6,0,0,0
Dodoma,Kondoa TC,Kondoa Mjini,KICHANGANI,EM.11674,Government,12,0,12,8,8,16
Dodoma,Kondoa TC,Kondoa Mjini,MAJI YA SHAMBA,EM.13557,Government,11,8,19,5,4,9
Dodoma,Kondoa TC,Kondoa Mjini,TUMBELO,EM.6989,Government,4,0,4,4,0,4
Dodoma,Kondoa TC,Serya,MONGOROMA,EM.7647,Government,11,11,22,0,0,0
Dodoma,Kondoa TC,Serya,CHANDIMO,EM.18208,Government,10,8,18,0,0,0
Dodoma,Kondoa TC,Serya,MUNGURI,EM.8281,Government,7,2,9,1,0,1
Dodoma,Kondoa TC,Suruke,TUNGUFU,EM.3760,Government,12,8,20,2,0,2
Dodoma,Kongwa,Kibaigwa,KIBAIGWA,EM.4078,Government,18,31,49,0,0,0
Dodoma,Kongwa,Kongwa,CHIMLATA,EM.13082,Government,6,3,9,0,0,0
Dodoma,Kongwa,Kongwa,MLANGA,EM.4646,Government,3,1,4,2,2,4
Dodoma,Kongwa,Lenjulu,LENJULU,EM.3267,Government,13,14,27,11,16,27
Dodoma,Kongwa,Lenjulu,KITETO,EM.4079,Government,6,7,13,0,0,0
Dodoma,Kongwa,Mkoka,MKOKA,EM.3762,Government,6,4,10,0,0,0
Dodoma,Kongwa,Mlali,MLALI-A,EM.296,Government,37,14,51,0,0,0
Dodoma,Kongwa,Sejeli,MBANDE,EM.8973,Government,22,12,34,0,0,0
Dodoma,Kongwa,Songambele,SONGAMBELE,EM.3764,Government,4,3,7,0,0,0
Dodoma,Kongwa,Songambele,NDACHI,EM.9139,Government,0,0,0,3,0,3
Dodoma,Mpwapwa,Chipogoro,CHIPOGORO,EM.1004,Government,17,20,37,0,0,0
Dodoma,Mpwapwa,Chitemo,MANDAMA,EM.665,Government,7,7,14,0,0,0
Dodoma,Mpwapwa,Chunyu,CHUNYU,EM.739,Government,39,22,61,0,0,0
Dodoma,Mpwapwa,Lumuma,LUMUMA,EM.2456,Government,2,0,2,6,1,7
Dodoma,Mpwapwa,Mazae,MAZAE,EM.9340,Government,2,2,4,0,0,0
Dodoma,Mpwapwa,Mima,SAZIMA,EM.3050,Government,9,1,10,1,1,2
Dodoma,Mpwapwa,Mpwapwa Mjini,ILOLO,EM.4650,Government,18,22,40,0,0,0
Dodoma,Mpwapwa,Ving'hawe,MANGHANGU,EM.5866,Government,1,0,1,0,0,0
Geita,Bukombe,Busonzo,IDOSELO,EM.19337,Government,77,69,146,17,15,32
Geita,Bukombe,Butinzya,SILAMILA,EM.9063,Government,8,3,11,3,1,4
Geita,Bukombe,Igulwa,BUNTUBILI,EM.9238,Government,5,4,9,0,0,0
Geita,Bukombe,Namonge,NAMALANDULA,EM.11215,Government,21,17,38,0,0,0
Geita,Bukombe,Namonge,MJIMWEMA,EM.11213,Government,10,3,13,5,11,16
Geita,Bukombe,Runzewe Magharibi,MSANGILA,EM.10927,Government,14,14,28,3,4,7
Geita,Bukombe,Runzewe Magharibi,MUSASA,EM.2608,Government,7,5,12,6,4,10
Geita,Bukombe,Runzewe Mashariki,MSONGA,EM.8974,Government,19,14,33,10,4,14
Geita,Bukombe,Runzewe Mashariki,IKUZI,EM.3767,Government,25,10,35,0,0,0
Geita,Bukombe,Uyovu,KAPWANI,EM.15252,Government,52,53,105,55,53,108
Geita,Bukombe,Uyovu,BUGANZU,EM.16730,Government,33,18,51,10,17,27
Geita,Chato,Buseresere,MAWENI,EM.13102,Government,26,38,64,0,0,0
Geita,Chato,Buseresere,MAPINDUZI B,EM.13934,Government,13,12,25,0,0,0
Geita,Chato,Buseresere,MIEMBENI,EM.13935,Government,11,9,20,0,0,0
Geita,Chato,Buseresere,MURANDA A,EM.5895,Government,6,9,15,0,0,0
Geita,Chato,Buseresere,MAPINDUZI A,EM.5891,Government,6,3,9,0,0,0
Geita,Chato,Butengo rumasa,BUTENGO,EM.15012,Government,16,25,41,0,0,0
Geita,Chato,Butengo rumasa,MWENDAKULIMA A,EM.9068,Government,9,6,15,0,0,0
Geita,Chato,Butengo rumasa,BUSERESERE A,EM.2221,Government,6,6,12,0,0,0
Geita,Chato,Buziku,NYARUTEFYE,EM.9071,Government,15,16,31,0,0,0
Geita,Chato,Buziku,MTAKUJA,EM.13561,Government,5,6,11,0,0,0
Geita,Chato,Buziku,MAJENGO,EM.12466,Government,2,3,5,0,0,0
Geita,Chato,Bwanga,NYAKAYONDWA,EM.18681,Government,64,36,100,0,0,0
Geita,Chato,Bwanga,KALEMANI,EM.18685,Government,49,25,74,0,0,0
Geita,Chato,Bwanga,NYARUTUTU,EM.13564,Government,31,32,63,0,0,0
Geita,Chato,Bwanga,BUKIRIGURU,EM.4660,Government,34,27,61,0,0,0
Geita,Chato,Bwanga,BWANGA A,EM.3440,Government,23,34,57,0,0,0
Geita,Chato,Bwanga,IZUMANGABO,EM.18678,Government,25,23,48,0,0,0
Geita,Chato,Bwanga,NYAMIBANGA,EM.18680,Government,28,18,46,0,0,0
Geita,Chato,Bwanga,BWANGA B,EM.3441,Government,25,17,42,0,0,0
Geita,Chato,Bwanga,MURUMBANI,EM.19173,Government,9,7,16,0,0,0
Geita,Chato,Bwera,BUSAKA A,EM.7654,Government,4,10,14,13,12,25
Geita,Chato,Bwera,BWERA A,EM.5876,Government,8,11,19,0,0,0
Geita,Chato,Bwongera,BWONGERA,EM.5878,Government,19,13,32,0,0,0
Geita,Chato,Bwongera,KATETE -A,EM.3051,Government,10,6,16,0,0,0
Geita,Chato,Bwongera,JAHAZI,EM.15542,Government,4,5,9,0,0,0
Geita,Chato,Bwongera,BUPANDWAMPULI,EM.5875,Government,5,4,9,0,0,0
Geita,Chato,Bwongera,KATETE -B,EM.3052,Government,4,2,6,0,0,0
Geita,Chato,Chato,KITELA,EM.5890,Government,7,2,9,0,0,0
Geita,Chato,Chato,KALEMA,EM.11683,Government,4,4,8,0,0,0
Geita,Chato,Ilyamchele,ILYA MCHELE A,EM.5883,Government,12,16,28,0,0,0
Geita,Chato,Kasenga,KASENGA A,EM.3273,Government,13,19,32,0,0,0
Geita,Chato,Kasenga,KASENGA B,EM.3274,Government,9,10,19,0,0,0
Geita,Chato,Kasenga,MWEKAKO,EM.9142,Government,5,1,6,0,0,0
Geita,Chato,Kigongo,KIBEHE A,EM.3053,Government,31,10,41,0,0,0
Geita,Chato,Kigongo,NYISANZI A,EM.5899,Government,1,0,1,4,2,6
Geita,Chato,Kigongo,NYISANZI B,EM.5900,Government,3,4,7,0,0,0
Geita,Chato,Kigongo,KAKANSHE A,EM.2116,Government,3,2,5,0,0,0
Geita,Chato,Makurugusi,KIBUMBA A,EM.4664,Government,45,16,61,0,0,0
Geita,Chato,Makurugusi,ILANGALA,EM.18684,Government,10,12,22,0,0,0
Geita,Chato,Makurugusi,MABILA A,EM.10755,Government,2,5,7,0,0,0
Geita,Chato,Minkoto,KALEMBELA,EM.5887,Government,11,14,25,0,0,0
Geita,Chato,Minkoto,ITANGA,EM.3444,Government,5,4,9,0,0,0
Geita,Chato,Muganza,KATEMWA -A,EM.5889,Government,22,25,47,0,0,0
Geita,Chato,Muungano,ITALE -A,EM.3442,Government,8,8,16,0,0,0
Geita,Chato,Nyamirembe,KALEBEZO,EM.5886,Government,5,3,8,0,0,0
Geita,Chato,Nyarutembo,NYANTIMBA,EM.8626,Government,71,74,145,0,0,0
Geita,Chato,Nyarutembo,KAKENENO,EM.9066,Government,13,15,28,0,0,0
Geita,Geita,Katoro,KADUDA,EM.7661,Government,19,16,35,0,0,0
Geita,Geita,Katoro,MCHONGOMANI,EM.17057,Government,8,8,16,0,0,0
Geita,Geita,Katoro,MTONI,EM.15018,Government,9,6,15,0,0,0
Geita,Geita,Ludete,LUDETE,EM.13942,Government,17,25,42,0,0,0
Geita,Geita,Ludete,IBONDO,EM.6995,Government,3,3,6,5,15,20
Geita,Geita,Ludete,KILIMANI,EM.15016,Government,7,10,17,0,0,0
Geita,Geita,Lwenzera,LUTELANGOMA,EM.3770,Government,20,8,28,0,0,0
Geita,Geita,Lwenzera,LWEZERA,EM.10928,Government,12,9,21,0,0,0
Geita,Geita,Nyamigota,INYALA,EM.5912,Government,21,25,46,0,0,0
Geita,Geita,Nyamigota,NYAMIGOTA,EM.8285,Government,13,11,24,0,0,0
Geita,Geita,Nyarugusu,ZAHANATI,EM.11692,Government,12,10,22,0,0,0
Geita,Geita,Nyarugusu,ILILIKA,EM.11687,Government,5,7,12,0,0,0
Geita,Geita,Nyawilimilwa,NYAWILIMILWA,EM.4677,Government,6,8,14,6,5,11
Geita,Geita,Nzera,NZERA,EM.1872,Government,19,11,30,0,0,0
Geita,Geita,Senga,SENGA,EM.7673,Government,11,7,18,0,0,0
Geita,Geita TC,Buhalahala,MWATULOLE,EM.10577,Government,14,9,23,6,5,11
Geita,Geita TC,Buhalahala,NGUZO MBILI,EM.17061,Government,13,14,27,0,0,0
Geita,Geita TC,Bung'wangoko,MSHINDE,EM.8072,Government,8,8,16,0,0,0
Geita,Geita TC,Bung'wangoko,BUNG'WANGOKO,EM.3060,Government,11,4,15,0,0,0
Geita,Geita TC,Bung'wangoko,CHABULONGO,EM.5928,Government,7,7,14,0,0,0
Geita,Geita TC,Ihanamilo,NYAKAHENGELE,EM.15024,Government,23,11,34,0,0,0
Geita,Geita TC,Ihanamilo,IKULWA,EM.1582,Government,9,14,23,3,0,3
Geita,Geita TC,Ihanamilo,BUNEGEZI,EM.15544,Government,7,14,21,0,0,0
Geita,Geita TC,Kalangalala,MBUGANI,EM.821,Government,33,19,52,9,15,24
Geita,Geita TC,Kalangalala,MSETO,EM.11694,Government,18,13,31,17,20,37
Geita,Geita TC,Kalangalala,NYANZA,EM.11695,Government,22,12,34,12,11,23
Geita,Geita TC,Kalangalala,GEITA,EM.2117,Government,9,12,21,9,6,15
Geita,Geita TC,Kanyala,KANYALA,EM.10576,Government,6,3,9,0,0,0
Geita,Geita TC,Kasamwa,NYAMAHUNA,EM.7675,Government,26,26,52,0,0,0
Geita,Geita TC,Kasamwa,KASAMWA,EM.12472,Government,14,7,21,5,0,5
Geita,Geita TC,Kasamwa,NYABUBELE,EM.5931,Government,9,6,15,0,0,0
Geita,Geita TC,Mgusu,MSHIKAMANO,EM.18569,Government,17,8,25,0,0,0
Geita,Geita TC,Mgusu,NYAKABALE,EM.11232,Government,9,12,21,0,0,0
Geita,Geita TC,Nyanguku,SHINAMWENDWA,EM.7677,Government,11,12,23,3,3,6
Geita,Geita TC,Nyanguku,NYAKATO,EM.5932,Government,9,7,16,0,0,0
Geita,Geita TC,Nyanguku,NYANGUKU,EM.7676,Government,2,6,8,0,0,0
Geita,Geita TC,Nyankumbu,UKOMBOZI,EM.15025,Government,23,19,42,18,14,32
Geita,Geita TC,Nyankumbu,TUMAINI,EM.18026,Government,12,7,19,0,0,0
Geita,Geita TC,Nyankumbu,NYANTOROTORO,EM.10761,Government,12,4,16,0,0,0
Geita,Geita TC,Nyankumbu,UWANJA,EM.18568,Government,4,5,9,0,0,0
Geita,Geita TC,Nyankumbu,NYANTINDILI,EM.18566,Government,7,2,9,0,0,0
Geita,Mbogwe,Bukandwe,BUKANDWE,EM.8760,Government,19,19,38,0,0,0
Geita,Mbogwe,Bunigonzi,BUNIGONZI,EM.8073,Government,28,30,58,13,21,34
Geita,Mbogwe,Ikunguigazi,MWINGILO,EM.8978,Government,3,4,7,2,2,4
Geita,Mbogwe,Iponya,NSANGO,EM.3775,Government,7,4,11,6,4,10
Geita,Mbogwe,Lugunga,MGAYA,EM.8627,Government,6,1,7,0,0,0
Geita,Mbogwe,Lulembela,LULEMBELA,EM.15549,Government,40,17,57,0,0,0
Geita,Mbogwe,Lulembela,MAJENGO,EM.15264,Government,14,16,30,10,7,17
Geita,Mbogwe,Lulembela,KILIMAHEWA,EM.18689,Government,12,16,28,0,0,0
Geita,Mbogwe,Lulembela,NYIKONGA,EM.15988,Government,13,8,21,0,0,0
Geita,Mbogwe,Lulembela,BUGOMBA,EM.15547,Government,1,2,3,1,1,2
Geita,Mbogwe,Masumbwe,MKAPA,EM.12476,Government,23,15,38,0,0,0
Geita,Mbogwe,Masumbwe,BUDODA,EM.8759,Government,17,7,24,0,0,0
Geita,Mbogwe,Masumbwe,MASUMBWE,EM.2874,Government,6,6,12,2,3,5
Geita,Mbogwe,Mbogwe,KASOSOBE,EM.18362,Government,4,10,14,2,6,8
Geita,Mbogwe,Nanda,NYAHOLONGO,EM.7683,Government,5,3,8,0,0,0
Geita,Mbogwe,Nyakafulu,UHURU,EM.15266,Government,46,39,85,10,14,24
Geita,Mbogwe,Nyakafulu,KASANDALALA,EM.14360,Government,25,31,56,0,0,0
Geita,Mbogwe,Nyakafulu,NYAKAFULU,EM.8833,Government,11,4,15,0,0,0
Geita,Nyang'hwale,Busolwa,BUSOLWA,EM.2612,Government,2,2,4,0,0,0
Geita,Nyang'hwale,Kafita,KAYENZE,EM.1583,Government,2,1,3,0,0,0
Geita,Nyang'hwale,Kakora,KAKORA,EM.822,Government,9,7,16,1,1,2
Geita,Nyang'hwale,Kakora,NYANGALAMILA,EM.5953,Government,8,4,12,0,0,0
Geita,Nyang'hwale,Kharumwa,BUPAMBA,EM.7684,Government,7,4,11,3,1,4
Geita,Nyang'hwale,Kharumwa,BUKUNGU,EM.5939,Government,2,2,4,0,0,0
Geita,Nyang'hwale,Kharumwa,KHARUMWA,EM.478,Government,1,2,3,0,0,0
Geita,Nyang'hwale,Mwingiro,NYAMIKONZE,EM.8287,Government,1,17,18,0,0,0
Geita,Nyang'hwale,Nyabulanda,NYABULANDA,EM.5950,Government,16,8,24,0,0,0
Geita,Nyang'hwale,Nyabulanda,ITETEMIA,EM.1715,Government,7,6,13,0,0,0
Geita,Nyang'hwale,Nyang'hwale,IBAMBILA,EM.5940,Government,5,3,8,3,2,5
Geita,Nyang'hwale,Nyang'hwale,NYAKASWI,EM.4685,Government,1,2,3,0,2,2
Geita,Nyang'hwale,Shabaka,MHAMA,EM.5946,Government,21,9,30,0,0,0
Geita,Nyang'hwale,Shabaka,SHABAKA,EM.2613,Government,7,11,18,0,0,0
Iringa,Iringa,Idodi,KITANEWA,EM.1587,Government,8,3,11,2,3,5
Iringa,Iringa,Izazi,IZAZI,EM.1586,Government,0,5,5,0,5,5
Iringa,Iringa,Malengamakali,MAKADUPA,EM.4093,Government,2,5,7,3,4,7
Iringa,Iringa,Malengamakali,IGULUBA,EM.4689,Government,1,1,2,8,2,10
Iringa,Iringa,Migoli,MTERA,EM.8835,Government,9,4,13,0,0,0
Iringa,Iringa,Migoli,MIGOLI,EM.13571,Government,3,9,12,1,0,1
Iringa,Iringa,Mlowa,SASAMAMBO,EM.13951,Government,10,11,21,6,3,9
Iringa,Iringa,Mseke,TANANGOZI,EM.272,Government,5,1,6,3,1,4
Iringa,Iringa,Nyang'oro,MAWINDI,EM.12480,Government,1,4,5,1,1,2
Iringa,Iringa,Nyang'oro,NYANG'ORO,EM.2615,Government,1,1,2,0,2,2
Iringa,Iringa,Nyang'oro,CHAMNDINDI,EM.4687,Government,2,0,2,2,0,2
Iringa,Iringa,Nyang'oro,IKENGEZA,EM.3455,Government,0,0,0,1,2,3
Iringa,Iringa,Nzihi,MWENGE,EM.13575,Government,6,5,11,4,4,8
Iringa,Iringa MC,Gangilonga,SABASABA,EM.7029,Government,13,4,17,0,0,0
Iringa,Iringa MC,Ilala,NYUMBATATU,EM.4704,Government,1,7,8,0,0,0
Iringa,Iringa MC,Kihesa,KIHESA,EM.2618,Government,0,1,1,0,0,0
Iringa,Iringa MC,Mkimbizi,MKIMBIZI,EM.10578,Government,5,5,10,0,0,0
Iringa,Iringa MC,Mlandege,MLANGALI,EM.2877,Government,1,4,5,0,0,0
Iringa,Kilolo,Nyalumbu,MWAYA,EM.3280,Government,12,8,20,11,5,16
Iringa,Kilolo,Nyalumbu,IKUVALA,EM.5980,Government,7,3,10,3,6,9
Iringa,Kilolo,Ukumbi,MAWAMBALA,EM.9600,Government,5,2,7,4,1,5
Iringa,Kilolo,Ukumbi,WINOME,EM.7033,Government,0,1,1,4,3,7
Iringa,Kilolo,Ukumbi,MASALALI,EM.14795,Government,4,2,6,0,0,0
Iringa,Mafinga TC,Boma,MKOMBWE,EM.8215,Government,6,3,9,1,0,1
Iringa,Mafinga TC,Boma,MJIMWEMA,EM.14799,Government,1,1,2,1,2,3
Iringa,Mafinga TC,Bumilayinga,BUMILAYINGA,EM.3063,Government,1,0,1,0,0,0
Iringa,Mafinga TC,Isalavanu,ISALAVANU,EM.2460,Government,4,0,4,0,0,0
Iringa,Mafinga TC,Isalavanu,MAMBA,EM.7036,Government,0,0,0,1,0,1
Iringa,Mafinga TC,Kinyanambo,GANGILONGA,EM.18360,Government,1,1,2,0,0,0
Iringa,Mafinga TC,Rungemba,RUNGEMBA,EM.7038,Government,1,1,2,0,0,0
Iringa,Mafinga TC,Sao Hill,SAO HILL,EM.7688,Government,1,0,1,0,0,0
Iringa,Mafinga TC,Upendo,AMANI,EM.14798,Government,4,2,6,0,0,0
Iringa,Mufindi,Idete,ITIKA,EM.14802,Government,5,2,7,0,0,0
Iringa,Mufindi,Igombavanu,LUGODALUTALI,EM.6010,Government,2,3,5,0,0,0
Iringa,Mufindi,Ihalimba,NUNDWE,EM.4738,Government,12,0,12,0,0,0
Iringa,Mufindi,Itandula,NYIGO,EM.4113,Government,0,0,0,1,1,2
Iringa,Mufindi,Kibengu,USOKAMI,EM.2021,Government,1,3,4,0,0,0
Iringa,Mufindi,Maduma,MADUMA,EM.3473,Government,3,0,3,0,1,1
Iringa,Mufindi,Maduma,IHANGANATWA,EM.13582,Government,1,0,1,0,0,0
Iringa,Mufindi,Mbalamaziwa,KITELEWASI,EM.3283,Government,4,3,7,0,0,0
Iringa,Mufindi,Mbalamaziwa,KILONGO,EM.13121,Government,1,2,3,0,0,0
Iringa,Mufindi,Mtambula,IHEGELA,EM.7689,Government,0,1,1,0,0,0
Iringa,Mufindi,Mtwango,KIBAO,EM.1017,Government,0,1,1,0,0,0
Iringa,Mufindi,Mtwango,SAWALA,EM.4114,Government,0,0,0,1,0,1
Kagera,Biharamulo,Biharamulo Mjini,BIHARAMULO - B,EM.12486,Government,6,5,11,0,0,0
Kagera,Biharamulo,Bisibo,KISUNO,EM.15039,Government,40,81,121,8,5,13
Kagera,Biharamulo,Bisibo,BISIBO,EM.6020,Government,6,7,13,2,3,5
Kagera,Biharamulo,Kabindi,KIKOMAKOMA,EM.6024,Government,39,31,70,0,0,0
Kagera,Biharamulo,Kabindi,KAGONDO - A,EM.6021,Government,0,0,0,12,19,31
Kagera,Biharamulo,Kabindi,KABINDI,EM.297,Government,11,12,23,0,0,0
Kagera,Biharamulo,Kaniha,MKUNKWA,EM.15042,Government,5,7,12,6,8,14
Kagera,Biharamulo,Lusahunga,NYAMALAGALA,EM.15046,Government,105,125,230,0,0,0
Kagera,Biharamulo,Lusahunga,LUSAHUNGA,EM.1875,Government,10,11,21,0,0,0
Kagera,Biharamulo,Nemba,NEMBA,EM.10933,Government,24,8,32,27,39,66
Kagera,Biharamulo,Nyabusozi,MBINDI,EM.11249,Government,14,17,31,4,10,14
Kagera,Biharamulo,Nyabusozi,ISAMBARA,EM.8836,Government,11,3,14,0,0,0
Kagera,Biharamulo,Nyakahura,MUNZANI,EM.11252,Government,256,272,528,174,98,272
Kagera,Biharamulo,Nyakahura,KUMSALI ''A'',EM.18445,Government,49,46,95,0,0,0
Kagera,Biharamulo,Nyamahanga,KIBALE,EM.15038,Government,15,10,25,10,11,21
Kagera,Biharamulo,Nyantakara,MUGERA,EM.11251,Government,19,9,28,0,0,0
Kagera,Biharamulo,Runazi,MIGANGO,EM.11250,Government,14,11,25,0,0,0
Kagera,Biharamulo,Ruziba,KITWECHEMBOGO,EM.10931,Government,33,23,56,0,0,0
Kagera,Bukoba,Butelankuzi,KYATABARO,EM.10438,Government,10,11,21,0,0,0
Kagera,Bukoba,Butelankuzi,IRANGO,EM.7063,Government,3,4,7,0,0,0
Kagera,Bukoba,Kaagya,KILIMILILE 'B',EM.10147,Government,2,1,3,0,0,0
Kagera,Bukoba,Kasharu,KABAJUGA,EM.6027,Government,6,4,10,0,0,0
Kagera,Bukoba,Katoro,MUSIRA,EM.828,Government,3,2,5,0,0,0
Kagera,Bukoba,Kemondo,KEMONDO,EM.4750,Government,30,28,58,0,0,0
Kagera,Bukoba,Mikoni,MIKONI,EM.7701,Government,10,6,16,0,0,0
Kagera,Bukoba,Rubafu,IKONDO,EM.4744,Government,2,4,6,0,0,0
Kagera,Bukoba MC,Bakoba,BUNENA,EM.36,Government,8,15,23,0,0,0
Kagera,Bukoba MC,Bakoba,BUYEKERA,EM.3794,Government,13,10,23,0,0,0
Kagera,Bukoba MC,Bilele,ZAMZAM,EM.1716,Government,11,6,17,0,0,0
Kagera,Bukoba MC,Hamugembe,RWAMISHENYE,EM.1477,Government,6,14,20,0,0,0
Kagera,Bukoba MC,Ijuganyondo,IBURA,EM.1216,Government,12,7,19,0,0,0
Kagera,Bukoba MC,Kagondo,KITEYAGWA,EM.1217,Government,5,3,8,0,0,0
Kagera,Bukoba MC,Kahororo,KAHORORO,EM.14379,Government,14,9,23,0,0,0
Kagera,Bukoba MC,Kashai,KASHAI,EM.3475,Government,0,0,0,16,15,31
Kagera,Bukoba MC,Kashai,MAFUMBO,EM.6035,Government,5,9,14,0,0,0
Kagera,Bukoba MC,Kibeta,KIBETA,EM.9603,Government,9,10,19,0,0,0
Kagera,Bukoba MC,Miembeni,NYAMUKAZI,EM.16749,Government,3,2,5,0,0,0
Kagera,Bukoba MC,Nyanga,KYAKAILABWA,EM.4758,Government,34,18,52,0,0,0
Kagera,Bukoba MC,Rwamishenye,RWEMISHASHA 'B',EM.13125,Government,11,15,26,0,0,0
Kagera,Bukoba MC,Rwamishenye,RWEMISHASHA,EM.2118,Government,10,7,17,0,0,0
Kagera,Karagwe,Bugene,LUKAJANGE,EM.16062,Government,15,14,29,0,0,0
Kagera,Karagwe,Igurwa,KIGARAMA,EM.16054,Government,9,10,19,0,0,0
Kagera,Karagwe,Kamagambo,KAMAGAMBO,EM.16035,Government,6,7,13,3,2,5
Kagera,Karagwe,Kanoni,NYAKAHITA,EM.16083,Government,14,19,33,0,0,0
Kagera,Karagwe,Kanoni,KANONI,EM.16038,Government,2,3,5,9,4,13
Kagera,Karagwe,Kayanga,KAMBARAGE,EM.16036,Government,9,19,28,9,6,15
Kagera,Karagwe,Kihanga,MAGUGE,EM.16065,Government,1,1,2,3,1,4
Kagera,Karagwe,Kihanga,KATANDA,EM.16043,Government,1,2,3,0,0,0
Kagera,Karagwe,Kihanga,MUNGU BARIKI),S.4657,Non-Government,0,3,3,0,0,0
Kagera,Karagwe,Kituntu,KINYINYA,EM.16057,Government,1,2,3,0,0,0
Kagera,Karagwe,Nyakabanga,BWIKIZO,EM.16015,Government,11,12,23,0,0,0
Kagera,Karagwe,Nyakasimbi,KABALE,EM.16024,Government,87,58,145,4,3,7
Kagera,Kyerwa,Isingiro,KIHANGA,EM.4760,Government,10,9,19,0,0,0
Kagera,Kyerwa,Iteera,CHANYA,EM.8633,Government,9,2,11,0,0,0
Kagera,Kyerwa,Iteera,ITEERA,EM.7067,Government,0,1,1,0,0,0
Kagera,Kyerwa,Kaisho,RWAKINIHA,EM.8840,Government,7,11,18,0,0,0
Kagera,Kyerwa,Kaisho,NYABISHENGE,EM.7071,Government,5,2,7,0,0,0
Kagera,Kyerwa,Kakanja,KAKANJA,EM.6040,Government,18,15,33,22,23,45
Kagera,Kyerwa,Kamuli,RWABIGAGA,EM.8839,Government,4,4,8,5,4,9
Kagera,Kyerwa,Kibingo,KIHINDA,EM.2889,Government,23,25,48,0,0,0
Kagera,Kyerwa,Kibingo,KIBINGO,EM.1218,Government,1,0,1,0,0,0
Kagera,Kyerwa,Kikukuru,RWELE,EM.8085,Government,6,4,10,5,4,9
Kagera,Kyerwa,Kikukuru,RUBILIZI,EM.15559,Government,7,6,13,0,0,0
Kagera,Kyerwa,Kimuli,RWANYANGO,EM.7703,Government,0,1,1,0,0,0
Kagera,Kyerwa,Kyerwa,KAGENYI,EM.2463,Government,10,7,17,0,0,0
Kagera,Kyerwa,Mabira,KIBIMBA,EM.6043,Government,14,16,30,10,7,17
Kagera,Kyerwa,Mabira,JUHUDI,EM.11713,Government,18,12,30,0,0,0
Kagera,Kyerwa,Mabira,NYAMILIMA,EM.1023,Government,18,5,23,0,0,0
Kagera,Kyerwa,Murongo,OMUKACHILI,EM.17078,Government,18,8,26,0,0,0
Kagera,Kyerwa,Nyakatuntu,NYAKATUNTU,EM.1220,Government,9,6,15,0,0,0
Kagera,Kyerwa,Rutunguru,KILELA,EM.10941,Government,0,2,2,3,2,5
Kagera,Kyerwa,Rwabwere,KARONGO,EM.6042,Government,0,1,1,1,0,1
Kagera,Kyerwa,Songambele,CHANYANGABWA,EM.8435,Government,79,52,131,0,0,0
Kagera,Missenyi,Kakunyu,BUGANGO,EM.8772,Government,89,72,161,107,110,217
Kagera,Missenyi,Kakunyu,BWENKOMA,EM.19295,Government,94,118,212,0,0,0
Kagera,Missenyi,Kakunyu,KITOBOKA,EM.19297,Government,36,40,76,0,0,0
Kagera,Missenyi,Kakunyu,BUBALE,EM.8771,Government,23,12,35,19,10,29
Kagera,Missenyi,Kakunyu,KAKUNYU,EM.17079,Government,11,14,25,16,13,29
Kagera,Missenyi,Kakunyu,KAKIRI,EM.9350,Government,19,7,26,0,2,2
Kagera,Missenyi,Kakunyu,MUUNGANO,EM.18483,Government,10,3,13,3,2,5
Kagera,Missenyi,Kassambya,KAKINDO,EM.4120,Government,6,9,15,2,1,3
Kagera,Missenyi,Kassambya,KABWERA,EM.18553,Government,6,5,11,0,0,0
Kagera,Missenyi,Kilimilile,MWEMAGE K,EM.4766,Government,19,5,24,0,0,0
Kagera,Missenyi,Kilimilile,MABALE,EM.8299,Government,4,3,7,5,4,9
Kagera,Missenyi,Kilimilile,KILIMILILE K',EM.2890,Government,8,8,16,0,0,0
Kagera,Missenyi,Minziro,KIWELU,EM.10944,Government,21,18,39,21,18,39
Kagera,Missenyi,Mutukula,MUTUKULA,EM.1225,Government,20,18,38,27,39,66
Kagera,Missenyi,Mutukula,BYEJU,EM.8773,Government,27,13,40,3,3,6
Kagera,Missenyi,Mutukula,NKERENGE,EM.17080,Government,16,13,29,0,0,0
Kagera,Missenyi,Nsunga,IGAYAZA,EM.4119,Government,8,5,13,0,0,0
