Region,Council,Ward,Centre,Reg.No.,Ownership,"COBET-Cohort I, M","COBET-Cohort I, F","COBET-Cohort I, T","COBET-Cohort II, M","COBET-Cohort II, F","COBET-Cohort II, T"
Pwani,Mafia,Kiegeani,KIEGEANI,EM.3941,Government,1,0,1,0,0,0
Pwani,Mafia,Kilindoni,MSUFINI,EM.12848,Government,19,12,31,0,0,0
Pwani,Mafia,Kilindoni,KILIMAHEWA,EM.10662,Government,9,5,14,7,3,10
Pwani,Mafia,Kilindoni,KIGAMBONI,EM.14483,Government,6,2,8,5,3,8
Pwani,Mafia,Kilindoni,KILINDONI,EM.2696,Government,1,1,2,1,1,2
Pwani,Mafia,Kilindoni,BWEJUU,EM.3621,Government,1,0,1,0,1,1
Pwani,Mafia,Kilindoni,TERENI,EM.12849,Government,0,0,0,1,0,1
Pwani,Mafia,Kirongwe,JIMBO,EM.3622,Government,1,1,2,0,0,0
Pwani,Mafia,Miburani,KITONI,EM.14197,Government,0,1,1,0,0,0
Pwani,Mafia,Miburani,MLONGO,EM.7907,Government,1,0,1,0,0,0
Pwani,Mafia,Ndagoni,GONGE,EM.10853,Government,0,0,0,4,0,4
Pwani,Mafia,Ndagoni,CHUNGURUMA,EM.6583,Government,2,1,3,0,0,0
Pwani,Mkuranga,Beta,MKENGE,EM.16922,Government,5,1,6,0,0,0
Pwani,Mkuranga,Bupu,KONDOMWELANZI,EM.5381,Government,1,1,2,0,0,0
Pwani,Mkuranga,Bupu,TUNDU,EM.7361,Government,1,0,1,0,0,0
Pwani,Mkuranga,Kimanzichana,KIMANZICHANA,EM.12187,Government,34,13,47,0,0,0
Pwani,Mkuranga,Kimanzichana,KIIMBWA,EM.13763,Government,9,4,13,0,0,0
Pwani,Mkuranga,Kimanzichana,KILIMAHEWA,EM.12186,Government,4,3,7,1,0,1
Pwani,Mkuranga,Kimanzichana,MKUCHEMBE,EM.17206,Government,2,0,2,0,0,0
Pwani,Mkuranga,Kiparang'anda,KIPARANG'ANDA,EM.12188,Government,6,11,17,3,5,8
Pwani,Mkuranga,Kisegese,KISEGESE,EM.17203,Government,35,44,79,0,0,0
Pwani,Mkuranga,Kisegese,CHAMGOI,EM.7350,Government,10,12,22,0,0,0
Pwani,Mkuranga,Kisegese,MKONGO,EM.12207,Government,4,0,4,1,0,1
Pwani,Mkuranga,Kisiju,KOMA,EM.12195,Government,1,0,1,1,0,1
Pwani,Mkuranga,Lukanga,NJOPEKA,EM.7359,Government,5,3,8,0,0,0
Pwani,Mkuranga,Lukanga,SANGARANI,EM.5386,Government,1,4,5,2,0,2
Pwani,Mkuranga,Lukanga,MPIMIO,EM.17207,Government,2,0,2,1,0,1
Pwani,Mkuranga,Lukanga,MISASA,EM.12204,Government,1,0,1,0,0,0
Pwani,Mkuranga,Magawa,MDIMNI,EM.12201,Government,5,1,6,1,2,3
Pwani,Mkuranga,Magawa,MAGAWA,EM.2071,Government,2,0,2,0,0,0
Pwani,Mkuranga,Mbezi,MPONGA,EM.7910,Government,1,2,3,0,1,1
Pwani,Mkuranga,Mipeko,MWANADILATU,EM.12214,Government,2,3,5,0,0,0
Pwani,Mkuranga,Mipeko,MIPEKO,EM.15824,Government,2,1,3,0,0,0
Pwani,Mkuranga,Mkamba,MKAMBA,EM.2072,Government,0,0,0,10,5,15
Pwani,Mkuranga,Mkamba,LUPONDO,EM.7908,Government,7,4,11,0,0,0
Pwani,Mkuranga,Mkamba,TUNGI,EM.15827,Government,3,2,5,0,0,0
Pwani,Mkuranga,Mkuranga,MKURANGA,EM.12209,Government,20,11,31,0,0,0
Pwani,Mkuranga,Mkuranga,DUNDANI,EM.12180,Government,4,5,9,0,0,0
Pwani,Mkuranga,Mwandege,MKOKOZI,EM.7356,Government,14,12,26,0,1,1
Pwani,Mkuranga,Mwandege,MWANDEGE,EM.7358,Government,8,2,10,12,5,17
Pwani,Mkuranga,Mwandege,CHATEMBO,EM.18494,Government,3,1,4,0,0,0
Pwani,Mkuranga,Mwarusembe,MWONGOZO,EM.15825,Government,9,1,10,4,1,5
Pwani,Mkuranga,Mwarusembe,KITONGA,EM.12192,Government,0,0,0,3,0,3
Pwani,Mkuranga,Njianne,MINGOMBE,EM.12203,Government,1,0,1,0,0,0
Pwani,Mkuranga,Nyamato,NYAMATO,EM.5385,Government,12,10,22,0,0,0
Pwani,Mkuranga,Nyamato,MKIU,EM.2964,Government,4,2,6,0,0,0
Pwani,Mkuranga,Nyamato,KILAMBA,EM.12185,Government,2,2,4,0,0,0
Pwani,Mkuranga,Panzuo,KIBESA,EM.16919,Government,13,12,25,0,0,0
Pwani,Mkuranga,Panzuo,KIBUDI,EM.12182,Government,13,5,18,2,0,2
Pwani,Mkuranga,Panzuo,MKURUWILI,EM.18493,Government,5,3,8,5,3,8
Pwani,Mkuranga,Panzuo,MBEZI,EM.12199,Government,3,1,4,0,0,0
Pwani,Mkuranga,Panzuo,KIBUYUNI,EM.12183,Government,3,0,3,0,0,0
Pwani,Mkuranga,Shungubweni,SHUNGUBWENI,EM.12220,Government,4,1,5,4,0,4
Pwani,Mkuranga,Shungubweni,BOZA,EM.9921,Government,2,1,3,0,0,0
Pwani,Mkuranga,Shungubweni,FUNZA,EM.15822,Government,0,1,1,0,0,0
Pwani,Mkuranga,Tambani,TAMBANI,EM.7360,Government,18,8,26,2,3,5
Pwani,Mkuranga,Tambani,RUZANDO,EM.12219,Government,1,4,5,0,0,0
Pwani,Mkuranga,Tengelea,KOLAGWA,EM.16920,Government,3,0,3,0,0,0
Pwani,Mkuranga,Tengelea,TENGELEA,EM.12223,Government,1,0,1,0,0,0
Pwani,Mkuranga,Vianzi,VIANZI,EM.7362,Government,13,9,22,0,0,0
Pwani,Mkuranga,Vianzi,MALELA,EM.12198,Government,4,3,7,0,0,0
Pwani,Mkuranga,Vianzi,MAROGORO,EM.7355,Government,4,0,4,0,0,0
Pwani,Mkuranga,Vikindu,VIKINDU,EM.12225,Government,18,12,30,18,12,30
Pwani,Mkuranga,Vikindu,KISEMVULE,EM.12189,Government,23,11,34,11,4,15
Pwani,Mkuranga,Vikindu,KAZOLE,EM.16918,Government,2,1,3,0,0,0
Pwani,Mkuranga,Vikindu,MUUNGANO,EM.18994,Government,1,1,2,0,0,0
Pwani,Rufiji,Chumbi,KANGA,EM.18563,Government,15,16,31,0,0,0
Pwani,Rufiji,Mbwara,SHAURI MOYO,EM.16923,Government,6,3,9,15,3,18
Pwani,Rufiji,Mbwara,NAMBUNJU,EM.9299,Government,13,3,16,0,0,0
Pwani,Rufiji,Mgomba,MGOMBA,EM.3179,Government,13,11,24,0,0,0
Pwani,Rufiji,Mohoro,SHELA,EM.19289,Government,13,5,18,0,0,0
Pwani,Rufiji,Ngarambe,TAPIKA,EM.13770,Government,6,5,11,3,1,4
Pwani,Rufiji,Umwe,MUUNGANO,EM.18245,Government,4,0,4,0,0,0
Rukwa,Kalambo,Kanyezi,KANYEZI,EM.6591,Government,1,0,1,7,6,13
Rukwa,Kalambo,Katete,KATETE,EM.3943,Government,4,3,7,2,2,4
Rukwa,Kalambo,Kilesha,KILESHA,EM.16449,Government,1,8,9,0,0,0
Rukwa,Kalambo,Kisumba,KASOTE,EM.16441,Government,7,2,9,0,0,0
Rukwa,Kalambo,Kisumba,KISUMBA,EM.16452,Government,2,3,5,0,0,0
Rukwa,Kalambo,Mbuluma,MAO,EM.16461,Government,11,4,15,0,0,0
Rukwa,Kalambo,Mnamba,MTULA,EM.16482,Government,22,18,40,0,0,0
Rukwa,Kalambo,Mnamba,KANTALEMWA,EM.16436,Government,8,12,20,2,2,4
Rukwa,Kalambo,Mwazye,MWAZYE,EM.16487,Government,22,24,46,3,3,6
Rukwa,Kalambo,Mwimbi,MWIMBI,EM.16488,Government,5,5,10,0,0,0
Rukwa,Kalambo,Samazi,SAMAZI,EM.16494,Government,21,10,31,0,0,0
Rukwa,Kalambo,Ulumi,ULUMI,EM.16501,Government,6,2,8,5,5,10
Rukwa,Nkasi,Isale,ISALE,EM.7365,Government,6,0,6,0,0,0
Rukwa,Nkasi,Isunta,ISUNTA,EM.10859,Government,0,3,3,0,0,0
Rukwa,Nkasi,Itete,ITETE,EM.252,Government,58,59,117,8,9,17
Rukwa,Nkasi,Kabwe,KABWE,EM.2967,Government,85,91,176,14,32,46
Rukwa,Nkasi,Kabwe,UDACHI,EM.13774,Government,45,16,61,0,0,0
Rukwa,Nkasi,Kala,MPASA,EM.6599,Government,9,6,15,0,0,0
Rukwa,Nkasi,Kipande,NKUNDI,EM.933,Government,1,2,3,1,1,2
Rukwa,Nkasi,Kipundu,KAKOMA,EM.11462,Government,11,25,36,16,12,28
Rukwa,Nkasi,Kirando,KIRANDO,EM.6596,Government,62,48,110,23,8,31
Rukwa,Nkasi,Kirando,MTAKUJA,EM.12227,Government,36,25,61,0,0,0
Rukwa,Nkasi,Korongwe,KORONGWE,EM.5393,Government,92,61,153,0,0,0
Rukwa,Nkasi,Korongwe,KAZOVUBUMANDA,EM.5392,Government,60,62,122,0,0,0
Rukwa,Nkasi,Mkinga,MKINGA,EM.6597,Government,21,11,32,0,0,0
Rukwa,Nkasi,Namanyere,MKANGALE,EM.8720,Government,0,0,0,6,18,24
Rukwa,Sumbawanga,Ilemba,SAKALILO,EM.6620,Government,0,0,0,27,29,56
Rukwa,Sumbawanga,Kaengesa,KAENGESA,EM.1371,Government,17,6,23,0,1,1
Rukwa,Sumbawanga,Kaoze,KAOZE,EM.5402,Government,14,21,35,8,16,24
Rukwa,Sumbawanga,Kaoze,KIKWALE,EM.19360,Government,11,8,19,0,0,0
Rukwa,Sumbawanga,Laela,LAELA A,EM.1373,Government,9,14,23,6,5,11
Rukwa,Sumbawanga,Laela,MTINDILO,EM.15155,Government,6,13,19,0,0,0
Rukwa,Sumbawanga,Lusaka,KAMNYAZYA,EM.3624,Government,8,10,18,20,35,55
Rukwa,Sumbawanga,Lusaka,KIZUMBI,EM.6610,Government,2,3,5,3,1,4
Rukwa,Sumbawanga,Lusaka,LUSAKA,EM.4411,Government,0,0,0,1,3,4
Rukwa,Sumbawanga,Mfinga,KASEKELA,EM.6605,Government,5,2,7,6,6,12
Rukwa,Sumbawanga,Milepa,MSIA,EM.4413,Government,9,6,15,0,0,0
Rukwa,Sumbawanga,Mpui,ILEMBO,EM.5401,Government,3,2,5,1,3,4
Rukwa,Sumbawanga,Muze,RUKWA,EM.13387,Government,26,14,40,0,0,0
Rukwa,Sumbawanga,Muze,MUZE,EM.2074,Government,15,12,27,0,0,0
Rukwa,Sumbawanga,Mwadui,MPANDANKWILO,EM.6616,Government,122,132,254,0,0,0
Rukwa,Sumbawanga,Sandulula,MUMBA,EM.2829,Government,12,17,29,3,5,8
Rukwa,Sumbawanga MC,Chanji,MSUA,EM.12234,Government,5,15,20,0,0,0
Rukwa,Sumbawanga MC,Izia,IZIA,EM.6623,Government,26,26,52,0,0,0
Rukwa,Sumbawanga MC,Kasense,MTIMBWA,EM.6631,Government,66,68,134,0,0,0
Rukwa,Sumbawanga MC,Katandala,JANGWANI,EM.8326,Government,31,34,65,0,0,0
Rukwa,Sumbawanga MC,Kizwite,NDUA,EM.12860,Government,8,10,18,12,25,37
Rukwa,Sumbawanga MC,Mafulala,MAFULALA,EM.12857,Government,38,22,60,0,0,0
Rukwa,Sumbawanga MC,Momoka,KATUSA,EM.10666,Government,26,15,41,0,2,2
Rukwa,Sumbawanga MC,Ntendo,LUWA,EM.6626,Government,73,89,162,0,0,0
Rukwa,Sumbawanga MC,Pito,TAMASENGA,EM.6632,Government,7,6,13,0,0,0
Rukwa,Sumbawanga MC,Sumbawanga,MOMOKA,EM.5411,Government,23,22,45,0,0,0
Ruvuma,Madaba,Gumbiro,GUMBIRO,EM.464,Government,10,7,17,0,0,0
Ruvuma,Madaba,Gumbiro,NGADINDA,EM.1987,Government,0,1,1,0,0,0
Ruvuma,Madaba,Lituta,KIFAGURO,EM.12235,Government,4,0,4,0,0,0
Ruvuma,Madaba,Lituta,NJEGEA,EM.8328,Government,0,1,1,0,0,0
Ruvuma,Madaba,Mahanje,MAHANJE,EM.5416,Government,8,2,10,7,2,9
Ruvuma,Madaba,Mahanje,MADABA,EM.934,Government,1,1,2,0,1,1
Ruvuma,Madaba,Mkongotema,NDELENYUMA,EM.16508,Government,1,0,1,3,1,4
Ruvuma,Madaba,Mkongotema,MTAZAMO,EM.18232,Government,0,0,0,4,0,4
Ruvuma,Madaba,Mkongotema,LUTUKIRA,EM.5415,Government,1,3,4,0,0,0
Ruvuma,Madaba,Mkongotema,MAGINGO,EM.8395,Government,1,0,1,0,0,0
Ruvuma,Madaba,Mtyangimbole,LIKARANGILO,EM.9551,Government,5,3,8,0,0,0
Ruvuma,Madaba,Wino,WINO,EM.786,Government,2,1,3,0,0,0
Ruvuma,Mbinga,Kitumbalomo,LIWIHI,EM.2306,Government,1,5,6,1,1,2
Ruvuma,Mbinga,Linda,LITANDA,EM.5420,Government,3,1,4,0,0,0
Ruvuma,Mbinga,Litembo,LITEMBO,EM.3362,Government,2,1,3,1,0,1
Ruvuma,Mbinga,Maguu,MAGUU,EM.2076,Government,4,5,9,0,0,0
Ruvuma,Mbinga,Mikalanga,ILELA,EM.4418,Government,2,1,3,2,0,2
Ruvuma,Mbinga,Mkako,MKAKO,EM.3187,Government,8,7,15,4,1,5
Ruvuma,Mbinga,Mkumbi,LUGARI,EM.225,Government,4,3,7,0,0,0
Ruvuma,Mbinga,Muungano,KINDIMBA CHINI,EM.3186,Government,0,0,0,2,3,5
Ruvuma,Mbinga,Nyoni,NYONI,EM.2505,Government,2,1,3,0,0,0
Ruvuma,Mbinga,Ruanda,RUANDA,EM.465,Government,0,0,0,1,1,2
Ruvuma,Mbinga TC,Bethrehemu,MAHELA,EM.4425,Government,5,3,8,0,0,0
Ruvuma,Mbinga TC,Kilimani,KILIMANI,EM.9927,Government,3,3,6,0,0,0
Ruvuma,Mbinga TC,Kitanda,KITANDA,EM.6637,Government,2,1,3,4,3,7
Ruvuma,Mbinga TC,Luwaita,LUWAITA,EM.3950,Government,0,1,1,1,0,1
Ruvuma,Mbinga TC,Mbangamao,MBANGAMAO,EM.3951,Government,1,1,2,0,0,0
Ruvuma,Mbinga TC,Mbinga Mjini,KIWANJANI,EM.8152,Government,13,9,22,1,3,4
Ruvuma,Mbinga TC,Mpepai,MPEPAI,EM.2969,Government,2,2,4,0,0,0
Ruvuma,Mbinga TC,Utiri,UTIRI,EM.2970,Government,1,1,2,0,0,0
Ruvuma,Namtumbo,Hanga,MAGEUZI,EM.10218,Government,6,8,14,0,0,0
Ruvuma,Namtumbo,Hanga,MAWA,EM.529,Government,2,4,6,0,0,0
Ruvuma,Namtumbo,Kitanda,NAIKESI,EM.12869,Government,2,6,8,0,0,0
Ruvuma,Namtumbo,Kitanda,KARUME,EM.3363,Government,0,2,2,0,0,0
Ruvuma,Namtumbo,Luchili,NAMANGULI,EM.7923,Government,13,11,24,0,0,0
Ruvuma,Namtumbo,Lusewa,MILONJI,EM.4429,Government,45,21,66,0,0,0
Ruvuma,Namtumbo,Mchomoro,MCHOMORO,EM.788,Government,3,3,6,1,1,2
Ruvuma,Namtumbo,Msindo,LUMECHA,EM.5428,Government,12,8,20,4,5,9
Ruvuma,Namtumbo,Msisima,MSISIMA,EM.2506,Government,0,0,0,5,7,12
Ruvuma,Namtumbo,Namtumbo,SULUTI,EM.7382,Government,24,13,37,0,0,0
Ruvuma,Namtumbo,Namtumbo,LUSENTI,EM.8334,Government,2,3,5,0,0,0
Ruvuma,Namtumbo,Namtumbo,MWENGE,EM.14211,Government,3,0,3,0,0,0
Ruvuma,Namtumbo,Namtumbo,LIBANGO,EM.3632,Government,0,1,1,1,1,2
Ruvuma,Namtumbo,Namtumbo,NAMWAYA,EM.8335,Government,1,1,2,0,0,0
Ruvuma,Namtumbo,Namtumbo,NAMTUMBO,EM.226,Government,1,1,2,0,0,0
Ruvuma,Namtumbo,Rwinga,MANDEPWENDE,EM.3952,Government,9,1,10,0,1,1
Ruvuma,Nyasa,Mbamba bay,MBAMBA BAY,EM.2172,Government,2,0,2,0,0,0
Ruvuma,Songea MC,Lilambo,LILAMBO,EM.133,Government,2,1,3,3,8,11
Ruvuma,Songea MC,Lizaboni,KIBURANG'OMA,EM.3958,Government,26,13,39,0,0,0
Ruvuma,Songea MC,Matarawe,MATARAWE,EM.5449,Government,3,2,5,0,0,0
Ruvuma,Songea MC,Mateka,KISIWANI,EM.12873,Government,2,1,3,0,0,0
Ruvuma,Songea MC,Matogoro,MATOGORO,EM.642,Government,2,2,4,1,0,1
Ruvuma,Songea MC,Mfaranyaki,ZIMANIMOTO,EM.14505,Government,4,5,9,0,0,0
Ruvuma,Songea MC,Msamala,KAMBARAGE,EM.13404,Government,1,1,2,0,0,0
Ruvuma,Songea MC,Ruhuwiko,NAMANDITI,EM.10870,Government,2,0,2,4,1,5
Ruvuma,Songea MC,Ruvuma,KIPELA,EM.14502,Government,15,3,18,0,0,0
Ruvuma,Songea MC,Ruvuma,MBULANI,EM.5450,Government,7,10,17,0,0,0
Ruvuma,Songea MC,Seedfarm,RUHIRASEKO,EM.5456,Government,3,3,6,6,3,9
Ruvuma,Tunduru,Chiwana,CHIWANA,EM.2511,Government,3,3,6,0,0,0
Ruvuma,Tunduru,Marumba,MARUMBA,EM.1376,Government,0,0,0,1,0,1
Ruvuma,Tunduru,Mbesa,CHIKOMO,EM.3367,Government,8,6,14,6,7,13
Ruvuma,Tunduru,Mbesa,AIRPORT,EM.14912,Government,0,1,1,1,0,1
Ruvuma,Tunduru,Mchoteka,NJENGA,EM.4446,Government,17,13,30,0,0,0
Ruvuma,Tunduru,Mchoteka,MKOLOLA,EM.7935,Government,11,6,17,0,0,0
Ruvuma,Tunduru,Mchoteka,MCHOTEKA,EM.2178,Government,3,0,3,4,1,5
Ruvuma,Tunduru,Mchoteka,KITANI,EM.7929,Government,2,2,4,0,0,0
Ruvuma,Tunduru,Mindu,LIWANGULA,EM.2582,Government,1,1,2,0,0,0
Ruvuma,Tunduru,Mlingoti Mashariki,TUNDURU MCHANGANYIKO,EM.1918,Government,10,5,15,4,1,5
Ruvuma,Tunduru,Mtina,MTINA,EM.1378,Government,22,37,59,8,8,16
Ruvuma,Tunduru,Muhuwesi,MUHUWESI,EM.7939,Government,8,8,16,0,0,0
Ruvuma,Tunduru,Muhuwesi,MSAGULA,EM.7937,Government,3,3,6,1,1,2
Ruvuma,Tunduru,Muhuwesi,KATUMBI,EM.12882,Government,0,1,1,0,0,0
Ruvuma,Tunduru,Nakapanya,NAKAPANYA,EM.2427,Government,8,3,11,2,5,7
Ruvuma,Tunduru,Nalasi Mashariki,NASOMBA,EM.6650,Government,1,1,2,0,0,0
Ruvuma,Tunduru,Nalasi Mashariki,CHILUNDUNDU,EM.7390,Government,1,1,2,0,0,0
Ruvuma,Tunduru,Namakambale,RUANDA,EM.13416,Government,5,6,11,0,0,0
Ruvuma,Tunduru,Namakambale,MKOWELA,EM.2834,Government,4,3,7,0,4,4
Ruvuma,Tunduru,Namasakata,MCHENGAMOTO,EM.14707,Government,0,2,2,0,0,0
Ruvuma,Tunduru,Namiungo,NAMIUNGO,EM.9306,Government,1,1,2,0,0,0
Ruvuma,Tunduru,Nanjoka,MLINGOTI,EM.2512,Government,15,13,28,12,8,20
Ruvuma,Tunduru,Tinginya,TINGINYA,EM.3193,Government,3,4,7,2,6,8
Ruvuma,Tunduru,Tuwemacho,NASYA,EM.3641,Government,3,6,9,0,0,0
Shinyanga,Kahama MC,Busoka,BUSOKA,EM.5467,Government,18,11,29,5,15,20
Shinyanga,Kahama MC,Isagehe,MALENGE,EM.6654,Government,13,10,23,1,4,5
Shinyanga,Kahama MC,Mhongolo,MHONGOLO,EM.5469,Government,17,7,24,0,0,0
Shinyanga,Kahama MC,Mwendakulima,BUSALALA,EM.14221,Government,12,10,22,12,6,18
Shinyanga,Kahama MC,Mwendakulima,MWENDAKULIMA,EM.5470,Government,4,1,5,4,4,8
Shinyanga,Kahama MC,Ngogwa,NUJA,EM.7395,Government,13,10,23,0,0,0
Shinyanga,Kahama MC,Nyahanga,SHUNU,EM.12269,Government,0,0,0,9,12,21
Shinyanga,Kahama MC,Nyasubi,NYASUBI,EM.12268,Government,12,24,36,11,7,18
Shinyanga,Kahama MC,Nyihogo,KILIMA A,EM.5468,Government,23,21,44,36,29,65
Shinyanga,Kahama MC,Zongomera,ILINDI,EM.6652,Government,31,21,52,0,0,0
Shinyanga,Kishapu,Bubiki,NG'WAMISHONI,EM.7401,Government,13,1,14,0,0,0
Shinyanga,Kishapu,Bubiki,BUBIKI,EM.1131,Government,2,3,5,0,0,0
Shinyanga,Kishapu,Bubiki,NYASAMBA,EM.5488,Government,4,1,5,0,0,0
Shinyanga,Kishapu,Bupigi,WELA,EM.4448,Government,8,9,17,0,0,0
Shinyanga,Kishapu,Bupigi,BUPIGI,EM.2836,Government,5,3,8,0,0,0
Shinyanga,Kishapu,Igaga,IGAGA,EM.5478,Government,4,3,7,0,0,0
Shinyanga,Kishapu,Igaga,DUGUSHILU,EM.1919,Government,2,2,4,0,0,0
Shinyanga,Kishapu,Itilima,ILEBELEBE,EM.6668,Government,3,1,4,0,0,0
Shinyanga,Kishapu,Maganzo,JITEGEMEE,EM.14224,Government,4,4,8,0,1,1
Shinyanga,Kishapu,Maganzo,MASAGALA,EM.6677,Government,4,2,6,0,0,0
Shinyanga,Kishapu,Maganzo,MAGANZO,EM.2706,Government,3,2,5,0,0,0
Shinyanga,Kishapu,Maganzo,IKOMBABUKI,EM.6666,Government,0,0,0,2,1,3
Shinyanga,Kishapu,Mondo,BUGANIKA,EM.2180,Government,17,7,24,0,0,0
Shinyanga,Kishapu,Mwadui Lohumbo,MWADUI DDC,EM.416,Government,3,4,7,0,0,0
Shinyanga,Kishapu,Mwamalasa,MWAMASHIMBA,EM.6682,Government,8,7,15,0,0,0
Shinyanga,Kishapu,Mwamalasa,HINDAWASHI,EM.1990,Government,4,3,7,0,0,0
Shinyanga,Kishapu,Mwamalasa,NG'WANDOMA,EM.6688,Government,3,2,5,0,0,0
Shinyanga,Kishapu,Mwataga,MWATAGA,EM.1685,Government,3,1,4,0,0,0
Shinyanga,Kishapu,Ndoleleji,IDISANHAMBO,EM.3966,Government,5,5,10,0,0,0
Shinyanga,Kishapu,Ndoleleji,NDOLELEJI,EM.1384,Government,4,4,8,0,0,0
Shinyanga,Kishapu,Seke-Bugoro,NG'WASHINONG'HELA,EM.3646,Government,5,7,12,0,0,0
Shinyanga,Kishapu,Shagihilu,MANGU,EM.2181,Government,10,5,15,1,1,2
Shinyanga,Kishapu,Songwa,SONGWA,EM.1921,Government,4,6,10,0,0,0
Shinyanga,Kishapu,Talaga,NGUNGA,EM.6685,Government,16,7,23,0,0,0
Shinyanga,Msalala,Kashishi,MAGONGWA,EM.8731,Government,49,20,69,0,0,0
Shinyanga,Msalala,Kashishi,MALILITA,EM.12896,Government,5,4,9,2,0,2
Shinyanga,Msalala,Mwakata,NHUMBI,EM.16941,Government,4,4,8,0,0,0
Shinyanga,Msalala,Segese,SEGESE,EM.3969,Government,23,14,37,0,0,0
Shinyanga,Shinyanga,Imesela,KIHONGWE,EM.6707,Government,13,7,20,0,0,0
Shinyanga,Shinyanga,Lyabukande,KIMANDAGULI,EM.5504,Government,16,7,23,0,0,0
Shinyanga,Shinyanga,Lyabukande,MAPINGILI,EM.12899,Government,8,7,15,0,0,0
Shinyanga,Shinyanga,Lyabusalu,MWAJIJI,EM.6710,Government,16,6,22,0,0,0
Shinyanga,Shinyanga,Lyabusalu,MWAJILUGULA,EM.9312,Government,17,5,22,0,0,0
Shinyanga,Shinyanga,Lyabusalu,MWAMBASHA,EM.6712,Government,5,3,8,0,0,0
Shinyanga,Shinyanga,Lyabusalu,NG'WANHANGALA,EM.12900,Government,3,2,5,0,0,0
Shinyanga,Shinyanga,Lyamidati,KADOTO,EM.8164,Government,15,4,19,0,0,0
Shinyanga,Shinyanga,Lyamidati,LYAMIDATI,EM.4450,Government,10,6,16,0,0,0
Shinyanga,Shinyanga,Lyamidati,IYOGELO,EM.18157,Government,7,8,15,0,0,0
Shinyanga,Shinyanga,Lyamidati,BUKILIGULU,EM.3970,Government,5,3,8,0,0,0
Shinyanga,Shinyanga,Mwalukwa,NG'WALUKWA 'A',EM.3971,Government,5,5,10,0,0,0
Shinyanga,Shinyanga,Mwenge,ZUNZULI 'B',EM.12902,Government,10,8,18,0,0,0
Shinyanga,Shinyanga,Pandagichiza,SHILABELA,EM.6724,Government,4,0,4,0,0,0
Shinyanga,Shinyanga,Salawe,MHANGU 'A',EM.7422,Government,32,27,59,0,0,0
Shinyanga,Shinyanga,Salawe,MHANGU C,EM.17345,Government,20,11,31,0,0,0
Shinyanga,Shinyanga,Tinde,TINDE 'A',EM.63,Government,9,3,12,0,0,0
Shinyanga,Shinyanga,Tinde,KITULI,EM.1758,Government,3,2,5,0,0,0
Shinyanga,Shinyanga,Usule,MASUNULA,EM.7421,Government,14,12,26,0,0,0
Shinyanga,Shinyanga MC,Chamaguha,USHIRIKA,EM.2432,Government,8,10,18,20,14,34
Shinyanga,Shinyanga MC,Ibadakuli,IBADAKULI,EM.93,Government,4,0,4,11,8,19
Shinyanga,Shinyanga MC,Ibinzamata,BUHANGIJA,EM.4451,Government,11,8,19,14,14,28
Shinyanga,Shinyanga MC,Kambarage,KAMBARAGE,EM.5525,Government,4,3,7,3,4,7
Shinyanga,Shinyanga MC,Kitangili,KITANGILI,EM.5526,Government,15,7,22,1,1,2
Shinyanga,Shinyanga MC,Masekelo,NDALA,EM.4452,Government,4,8,12,0,0,0
Shinyanga,Shinyanga MC,Mjini,TOWN,EM.5533,Government,5,6,11,0,0,0
Shinyanga,Shinyanga MC,Ndembezi,NDEMBEZI,EM.5530,Government,6,5,11,7,6,13
Shinyanga,Shinyanga MC,Old Shinyanga,NG'WIHANDO,EM.5532,Government,8,4,12,0,7,7
Shinyanga,Shinyanga MC,Old Shinyanga,OLD SHINYANGA,EM.331,Government,6,1,7,6,1,7
Shinyanga,Ushetu,Chona,ITEBELE,EM.6732,Government,11,13,24,0,0,0
Shinyanga,Ushetu,Igwamanoni,KITONGO,EM.8739,Government,15,12,27,0,0,0
Shinyanga,Ushetu,Nyamilangano,NYAMILANGANO,EM.3653,Government,0,0,0,4,7,11
Shinyanga,Ushetu,Ulewe,BUGOMBA,EM.12282,Government,11,13,24,0,0,0
Shinyanga,Ushetu,Ulewe,NYALWELWE,EM.11058,Government,6,4,10,0,0,0
Shinyanga,Ushetu,Uyogo,NSUNGA,EM.11057,Government,7,1,8,0,0,0
Shinyanga,Ushetu,Uyogo,MANUNGU,EM.7960,Government,3,3,6,0,0,0
Shinyanga,Ushetu,Uyogo,BUGOSHI,EM.17346,Government,2,0,2,0,0,0
Simiyu,Bariadi,Banemhi,KILABELA 'A',EM.9948,Government,11,9,20,5,7,12
Simiyu,Bariadi,Banemhi,MBUGANI,EM.18654,Government,17,7,24,0,0,0
Simiyu,Bariadi,Dutwa,SENGEREMA,EM.2710,Government,15,10,25,0,0,0
Simiyu,Bariadi,Dutwa,TUNGE,EM.14233,Government,2,1,3,13,2,15
Simiyu,Bariadi,Dutwa,IGAGANULWA,EM.794,Government,12,3,15,0,0,0
Simiyu,Bariadi,Gilya,NYAWA 'B',EM.16523,Government,29,9,38,0,0,0
Simiyu,Bariadi,Itubukilo,MWAMIJONDO,EM.6742,Government,9,3,12,0,0,0
Simiyu,Bariadi,Kasoli,MWAMLAPA,EM.6743,Government,2,2,4,0,0,0
Simiyu,Bariadi,Mwaumatondo,MWASINASI,EM.6745,Government,45,32,77,0,0,0
