S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
7906,Mara,Rorya DC, OMUGA , EM.7150 ,"291,720.63","290,157.34","278,665.29","276,968.57","276,813.00","276,261.00","276,033.00","275,811.00","275,556.00","275,556.00","275,556.00","275,500.00","3,344,597.83"
7907,Mara,Rorya DC, OSIRI , EM.4994 ,"375,143.40","373,133.06","418,504.60","415,956.44","415,723.00","414,894.00","414,552.00","414,217.00","413,835.00","413,835.00","413,835.00","413,750.00","4,897,378.50"
7908,Mara,Rorya DC, PANYAKOO , EM.6173 ,"535,252.95","532,384.60","525,410.74","522,211.65","521,919.00","520,877.00","520,448.00","520,028.00","519,548.00","519,548.00","519,548.00","519,442.00","6,276,617.94"
7909,Mara,Rorya DC, RADIENYA , EM.8110 ,"341,981.55","340,148.92","326,291.72","324,305.02","324,123.00","323,476.00","323,210.00","322,949.00","322,651.00","322,651.00","322,651.00","322,585.00","3,917,023.22"
7910,Mara,Rorya DC, RANDA , EM.4218 ,"702,098.49","698,336.05","651,570.11","647,602.88","647,240.00","645,948.00","645,416.00","644,895.00","644,300.00","644,300.00","644,300.00","644,168.00","7,860,174.53"
7911,Mara,Rorya DC, RARANYA , EM.4995 ,"432,658.48","430,339.92","476,264.31","473,364.47","473,099.00","472,155.00","471,766.00","471,385.00","470,950.00","470,950.00","470,950.00","470,854.00","5,584,736.19"
7912,Mara,Rorya DC, RATIA , EM.1072 ,"207,261.55","206,150.86","207,732.31","206,467.48","206,352.00","205,940.00","205,770.00","205,604.00","205,414.00","205,414.00","205,414.00","205,372.00","2,472,892.20"
7913,Mara,Rorya DC, RAYUDHI , EM.3546 ,"337,836.32","336,025.91","348,584.94","346,462.51","346,268.00","345,577.00","345,292.00","345,014.00","344,695.00","344,695.00","344,695.00","344,625.00","4,129,770.68"
7914,Mara,Rorya DC, ROCHE , EM.865 ,"248,713.86","247,381.03","223,438.90","222,078.44","221,954.00","221,511.00","221,328.00","221,150.00","220,946.00","220,946.00","220,946.00","220,901.00","2,711,294.22"
7915,Mara,Rorya DC, RUHU , EM.14079 ,"431,622.17","429,309.17","434,211.19","431,567.39","431,325.00","430,465.00","430,110.00","429,763.00","429,366.00","429,366.00","429,366.00","429,278.00","5,165,748.93"
7916,Mara,Rorya DC, RWANGENYI , EM.866 ,"728,524.34","724,620.28","709,329.83","705,010.91","704,616.00","703,210.00","702,630.00","702,063.00","701,415.00","701,415.00","701,415.00","701,271.00","8,485,520.36"
7917,Mara,Rorya DC, RYAGATI , EM.4219 ,"400,532.94","398,386.54","367,838.18","365,598.52","365,394.00","364,664.00","364,364.00","364,070.00","363,734.00","363,734.00","363,734.00","363,659.00","4,445,709.18"
7918,Mara,Rorya DC, SAYE , EM.690 ,"217,106.47","215,943.03","206,718.98","205,460.32","205,345.00","204,935.00","204,766.00","204,601.00","204,412.00","204,412.00","204,412.00","204,371.00","2,482,482.80"
7919,Mara,Rorya DC, SHIRATI , EM.1499 ,"259,076.93","257,688.58","221,918.90","220,567.70","220,444.00","220,004.00","219,823.00","219,646.00","219,443.00","219,443.00","219,443.00","219,398.00","2,716,896.12"
7920,Mara,Rorya DC, SIKO , EM.7151 ,"290,684.32","289,126.58","257,892.06","256,321.82","256,178.00","255,667.00","255,456.00","255,250.00","255,014.00","255,014.00","255,014.00","254,962.00","3,136,579.79"
7921,Mara,Rorya DC, SOKORABOLO , EM.6174 ,"529,553.25","526,715.45","415,971.28","413,438.54","413,207.00","412,382.00","412,042.00","411,710.00","411,330.00","411,330.00","411,330.00","411,246.00","5,180,255.53"
7922,Mara,Rorya DC, SOTA , EM.6175 ,"516,599.41","513,831.02","510,717.48","507,607.86","507,323.00","506,311.00","505,893.00","505,486.00","505,019.00","505,019.00","505,019.00","504,915.00","6,093,740.76"
7923,Mara,Rorya DC, SUDI , EM.3866 ,"386,024.63","383,955.98","406,344.66","403,870.54","403,644.00","402,839.00","402,506.00","402,182.00","401,810.00","401,810.00","401,810.00","401,728.00","4,798,524.81"
7924,Mara,Rorya DC, TACHO , EM.18719 ,,,,"209,992.54","209,875.00","209,456.00","209,283.00","209,115.00","208,921.00","208,921.00","208,921.00","208,879.00","1,883,363.54"
7925,Mara,Rorya DC, TATWE , EM.6176 ,"387,060.94","384,986.73","398,238.03","395,813.27","395,591.00","394,802.00","394,476.00","394,158.00","393,794.00","393,794.00","393,794.00","393,714.00","4,720,221.98"
7926,Mara,Rorya DC, THABACHE , EM.7798 ,"294,829.55","293,249.60","283,225.27","281,500.79","281,343.00","280,782.00","280,550.00","280,324.00","280,065.00","280,065.00","280,065.00","280,008.00","3,396,007.21"
7927,Mara,Rorya DC, TINGIRIME , EM.3547 ,"140,419.70","139,667.21","144,399.29","143,520.08","143,440.00","143,153.00","143,035.00","142,920.00","142,788.00","142,788.00","142,788.00","142,759.00","1,711,677.27"
7928,Mara,Rorya DC, UTEGI , EM.1073 ,"476,701.56","474,146.98","484,877.60","481,925.32","481,655.00","480,694.00","480,298.00","479,910.00","479,467.00","479,467.00","479,467.00","479,369.00","5,757,978.46"
7929,Mara,Serengeti DC, AMANI , EM.12708 ,"378,770.48","376,740.70","360,744.88","358,548.41","358,347.00","357,632.00","357,337.00","357,049.00","356,719.00","356,719.00","356,719.00","356,647.00","4,331,973.47"
7930,Mara,Serengeti DC, BISARARA , EM.9167 ,"480,846.79","478,270.00","473,730.99","472,357.31","472,092.00","471,150.00","470,762.00","470,382.00","469,948.00","469,948.00","469,948.00","469,852.00","5,669,287.09"
7931,Mara,Serengeti DC, BOKORE , EM.18097 ,"165,291.08","164,405.31","150,479.26","149,563.03","149,479.00","149,181.00","149,058.00","148,938.00","148,800.00","148,800.00","148,800.00","148,770.00","1,821,564.68"
7932,Mara,Serengeti DC, BONCHUGU , EM.8987 ,"606,240.03","602,991.27","656,636.76","656,163.73","655,796.00","654,487.00","653,948.00","653,420.00","652,817.00","652,817.00","652,817.00","652,683.00","7,750,816.78"
7933,Mara,Serengeti DC, BORENGA , EM.4220 ,"600,022.18","596,806.75","523,384.08","525,736.71","525,442.00","524,393.00","523,961.00","523,539.00","523,055.00","523,055.00","523,055.00","522,948.00","6,435,397.72"
7934,Mara,Serengeti DC, BURUNGA , EM.6177 ,"497,427.71","494,762.07","369,864.84","369,123.57","368,917.00","368,180.00","367,877.00","367,580.00","367,241.00","367,241.00","367,241.00","367,166.00","4,672,621.19"
7935,Mara,Serengeti DC, BUSAWE , EM.6178 ,"345,090.48","343,241.19","343,518.30","341,426.71","341,235.00","340,554.00","340,274.00","339,999.00","339,685.00","339,685.00","339,685.00","339,616.00","4,094,009.68"
7936,Mara,Serengeti DC, BWITENGI , EM.4996 ,"341,463.40","339,633.55","334,905.01","336,894.50","336,706.00","336,034.00","335,757.00","335,486.00","335,176.00","335,176.00","335,176.00","335,108.00","4,037,515.46"
7937,Mara,Serengeti DC, FORT IKOMA , EM.10323 ,"29,016.62","28,861.12","25,839.87","25,682.54","25,668.00","25,617.00","25,596.00","25,575.00","25,552.00","25,552.00","25,552.00","25,546.00","314,058.15"
7938,Mara,Serengeti DC, GEITASAMO , EM.2645 ,"709,352.65","705,551.33","696,663.22","692,421.43","692,033.00","690,652.00","690,083.00","689,526.00","688,889.00","688,889.00","688,889.00","688,749.00","8,321,698.63"
7939,Mara,Serengeti DC, GESARYA , EM.4997 ,"494,318.79","491,669.81","497,037.54","494,011.22","493,734.00","492,749.00","492,343.00","491,946.00","491,491.00","491,491.00","491,491.00","491,391.00","5,913,673.36"
7940,Mara,Serengeti DC, GETARUNGU , EM.17800 ,"248,195.70","246,865.66","238,638.82","237,185.81","237,053.00","236,580.00","236,385.00","236,194.00","235,976.00","235,976.00","235,976.00","235,928.00","2,860,954.00"
7941,Mara,Serengeti DC, GIBASUKA , EM.19314 ,,,,"66,976.04","66,938.00","66,805.00","66,750.00","66,696.00","66,634.00","66,634.00","66,634.00","66,621.00","600,688.04"
7942,Mara,Serengeti DC, GUSUHI , EM.4221 ,"724,379.11","720,497.26","692,609.91","686,378.48","685,994.00","684,625.00","684,060.00","683,509.00","682,877.00","682,877.00","682,877.00","682,738.00","8,293,421.76"
7943,Mara,SERENGETI DC, GWIKONGO , EM.18098 ,"142,492.31","141,728.72","186,959.08","185,820.73","185,717.00","185,346.00","185,193.00","185,044.00","184,873.00","184,873.00","184,873.00","184,835.00","2,137,754.84"
7944,Mara,Serengeti DC, HEKWE , EM.8916 ,"460,638.79","458,170.29","348,078.28","346,966.09","346,772.00","346,080.00","345,794.00","345,515.00","345,196.00","345,196.00","345,196.00","345,126.00","4,378,728.45"
7945,Mara,Serengeti DC, IGINA , EM.4998 ,"349,235.71","347,364.20","357,198.23","355,023.35","354,824.00","354,116.00","353,824.00","353,539.00","353,212.00","353,212.00","353,212.00","353,140.00","4,237,900.50"
7946,Mara,Serengeti DC, IHARARA , EM.6179 ,"553,388.33","550,422.80","514,770.79","513,147.23","512,860.00","511,836.00","511,414.00","511,002.00","510,530.00","510,530.00","510,530.00","510,425.00","6,220,856.15"
7947,Mara,Serengeti DC, IKORONGO , EM.6180 ,"558,569.87","555,576.57","551,757.27","552,929.99","552,620.00","551,517.00","551,062.00","550,618.00","550,110.00","550,110.00","550,110.00","549,997.00","6,624,977.70"
7948,Mara,Serengeti DC, IRAMBA , EM.1292 ,"420,222.79","417,970.87","440,291.16","438,617.50","438,372.00","437,497.00","437,136.00","436,784.00","436,380.00","436,380.00","436,380.00","436,291.00","5,212,322.32"
7949,Mara,Serengeti DC, ISERESERE , EM.6181 ,"575,150.79","572,068.64","535,544.02","532,283.24","531,985.00","530,923.00","530,485.00","530,058.00","529,568.00","529,568.00","529,568.00","529,460.00","6,456,661.70"
7950,Mara,Serengeti DC, ITUNUNU , EM.4222 ,"270,476.32","269,026.87","273,598.65","271,932.78","271,780.00","271,238.00","271,014.00","270,796.00","270,546.00","270,546.00","270,546.00","270,490.00","3,251,990.62"
7951,Mara,Serengeti DC, KABUTACHA , EM.18509 ,"90,158.77","89,675.62","109,439.46","108,773.11","108,712.00","108,495.00","108,406.00","108,318.00","108,218.00","108,218.00","108,218.00","108,196.00","1,264,827.97"
7952,Mara,Serengeti DC, KAMBARAGE , EM.10813 ,"567,378.49","564,337.98","548,717.29","545,376.30","545,071.00","543,983.00","543,534.00","543,096.00","542,594.00","542,594.00","542,594.00","542,484.00","6,571,760.06"
7953,Mara,Serengeti DC, KAMBARAGE B , EM.17121 ,"522,299.10","519,500.17","526,930.73","523,722.39","523,429.00","522,384.00","521,954.00","521,533.00","521,051.00","521,051.00","521,051.00","520,945.00","6,265,850.39"
7954,Mara,Serengeti DC, KEBANCHA , EM.2646 ,"498,464.02","495,792.82","540,104.00","537,319.03","537,018.00","535,946.00","535,504.00","535,072.00","534,578.00","534,578.00","534,578.00","534,469.00","6,353,422.87"
7955,Mara,Serengeti DC, KEBOSONGO , EM.7799 ,"474,110.79","471,570.10","465,624.37","462,789.31","462,530.00","461,607.00","461,226.00","460,854.00","460,429.00","460,429.00","460,429.00","460,335.00","5,561,933.56"
7956,Mara,Serengeti DC, KEGONGA , EM.18510 ,"50,260.93","49,991.58","95,252.86","95,680.05","95,626.00","95,436.00","95,357.00","95,280.00","95,192.00","95,192.00","95,192.00","95,173.00","1,053,633.42"
7957,Mara,Serengeti DC, KEMALAMBO , EM.8592 ,"376,697.86","374,679.19","338,958.33","337,398.08","337,209.00","336,536.00","336,259.00","335,987.00","335,677.00","335,677.00","335,677.00","335,608.00","4,116,363.46"
7958,Mara,Serengeti DC, KEMUGONGO , EM.7152 ,"333,691.09","331,902.89","306,025.15","305,169.01","304,998.00","304,389.00","304,138.00","303,893.00","303,612.00","303,612.00","303,612.00","303,550.00","3,708,592.14"
7959,Mara,Serengeti DC, KENOKWE , EM.11376 ,"389,133.56","387,048.24","377,971.47","375,670.10","375,459.00","374,710.00","374,401.00","374,099.00","373,754.00","373,754.00","373,754.00","373,678.00","4,523,432.37"
7960,Mara,Serengeti DC, KENYAMONTA , EM.3548 ,"379,806.79","377,771.45","394,691.38","394,302.53","394,081.00","393,295.00","392,971.00","392,654.00","392,291.00","392,291.00","392,291.00","392,211.00","4,688,657.16"
7961,Mara,Serengeti DC, KENYANA , EM.2384 ,"222,806.16","221,612.18","236,612.16","235,675.08","235,543.00","235,073.00","234,879.00","234,690.00","234,473.00","234,473.00","234,473.00","234,425.00","2,794,734.58"
7962,Mara,Serengeti DC, KENYANA B , EM.14645 ,"314,519.40","312,833.93","314,638.45","315,240.59","315,064.00","314,435.00","314,176.00","313,923.00","313,633.00","313,633.00","313,633.00","313,569.00","3,769,298.37"
7963,Mara,Serengeti DC, KERUKEREGE , EM.11976 ,"302,601.86","300,980.26","310,078.47","311,715.54","311,541.00","310,919.00","310,663.00","310,412.00","310,126.00","310,126.00","310,126.00","310,062.00","3,709,351.13"
7964,Mara,Serengeti DC, KEWAMBOGO , EM.14646 ,"607,794.49","604,537.40","525,917.40","522,715.23","522,422.00","521,380.00","520,950.00","520,530.00","520,049.00","520,049.00","520,049.00","519,943.00","6,426,336.53"
7965,Mara,Serengeti DC, KIBEYO , EM.4999 ,"494,836.94","492,185.18","465,624.37","464,803.62","464,543.00","463,616.00","463,234.00","462,860.00","462,433.00","462,433.00","462,433.00","462,338.00","5,621,340.12"
7966,Mara,Serengeti DC, KICHONGO , EM.5000 ,"431,622.17","429,309.17","420,024.59","417,467.18","417,233.00","416,401.00","416,057.00","415,722.00","415,338.00","415,338.00","415,338.00","415,253.00","5,025,103.11"
7967,Mara,SERENGETI DC, KICHONGO B , EM.18095 ,"162,700.31","161,828.43","218,878.92","217,546.22","217,424.00","216,990.00","216,811.00","216,637.00","216,437.00","216,437.00","216,437.00","216,392.00","2,494,518.88"
7968,Mara,Serengeti DC, KISAKA , EM.867 ,"773,603.73","769,458.09","742,263.00","737,743.56","737,330.00","735,859.00","735,252.00","734,659.00","733,980.00","733,980.00","733,980.00","733,831.00","8,901,939.38"
7969,Mara,Serengeti DC, KISANGURA , EM.2385 ,"463,229.56","460,747.18","419,517.93","416,963.60","416,730.00","415,898.00","415,555.00","415,220.00","414,837.00","414,837.00","414,837.00","414,752.00","5,083,124.26"
7970,Mara,Serengeti DC, KITARUNGU , EM.14409 ,"365,298.48","363,340.89","384,558.10","383,223.79","383,009.00","382,245.00","381,929.00","381,622.00","381,269.00","381,269.00","381,269.00","381,191.00","4,550,224.26"
7971,Mara,Serengeti DC, KITEMBERE , EM.6182 ,"471,001.87","468,477.83","498,050.87","496,529.11","496,251.00","495,260.00","494,852.00","494,453.00","493,996.00","493,996.00","493,996.00","493,895.00","5,890,758.69"
7972,Mara,Serengeti DC, KITUNGURUMA , EM.6183 ,"430,067.71","427,763.04","449,411.11","448,185.51","447,934.00","447,040.00","446,672.00","446,312.00","445,899.00","445,899.00","445,899.00","445,808.00","5,326,890.37"
7973,Mara,Serengeti DC, KOBOGWE , EM.16342 ,"206,743.39","205,635.48","215,838.93","214,524.75","214,404.00","213,977.00","213,800.00","213,628.00","213,430.00","213,430.00","213,430.00","213,387.00","2,552,228.56"
7974,Mara,Serengeti DC, KONO , EM.6184 ,"269,440.01","267,996.12","215,838.93","215,028.33","214,908.00","214,479.00","214,302.00","214,129.00","213,931.00","213,931.00","213,931.00","213,888.00","2,681,802.39"
7975,Mara,Serengeti DC, KORERI , EM.7153 ,"495,873.25","493,215.94","462,584.38","462,285.73","462,027.00","461,105.00","460,724.00","460,353.00","459,928.00","459,928.00","459,928.00","459,834.00","5,597,786.30"
7976,Mara,Serengeti DC, KOROHONGO , EM.17834 ,"167,363.70","166,466.82","198,612.35","197,403.06","197,292.00","196,899.00","196,736.00","196,578.00","196,396.00","196,396.00","196,396.00","196,356.00","2,302,894.93"
7977,Mara,Serengeti DC, KWITETE , EM.5001 ,"440,948.94","438,585.96","430,664.54","428,042.34","427,802.00","426,949.00","426,597.00","426,253.00","425,859.00","425,859.00","425,859.00","425,772.00","5,149,191.78"
7978,Mara,Serengeti DC, MABATINI , EM.15639 ,"371,516.32","369,525.42","324,265.06","322,290.70","322,110.00","321,467.00","321,202.00","320,943.00","320,647.00","320,647.00","320,647.00","320,581.00","3,955,841.51"
7979,Mara,Serengeti DC, MABURI , EM.4223 ,"736,814.80","732,866.31","636,370.19","641,056.35","640,697.00","639,418.00","638,891.00","638,376.00","637,786.00","637,786.00","637,786.00","637,656.00","7,855,503.66"
7980,Mara,Serengeti DC, MACHOCHWE , EM.3867 ,"425,922.48","423,640.02","433,704.52","431,063.82","430,822.00","429,962.00","429,608.00","429,262.00","428,865.00","428,865.00","428,865.00","428,777.00","5,149,356.84"
7981,Mara,Serengeti DC, MAGANGE , EM.7154 ,"382,397.56","380,348.34","397,224.70","394,806.11","394,585.00","393,797.00","393,473.00","393,155.00","392,792.00","392,792.00","392,792.00","392,712.00","4,700,874.71"
7982,Mara,Serengeti DC, MAGATINI , EM.4224 ,"272,030.78","270,573.01","256,372.07","255,818.25","255,675.00","255,165.00","254,954.00","254,749.00","254,513.00","254,513.00","254,513.00","254,461.00","3,093,337.10"
7983,Mara,Serengeti DC, MAGHAKA , EM.15640 ,"340,945.25","339,118.17","389,624.74","387,252.42","387,035.00","386,263.00","385,944.00","385,633.00","385,277.00","385,277.00","385,277.00","385,198.00","4,542,844.58"
7984,Mara,Serengeti DC, MAJIMOTO , EM.2043 ,"597,949.56","594,745.24","611,543.64","620,409.60","620,062.00","618,824.00","618,314.00","617,816.00","617,245.00","617,245.00","617,245.00","617,119.00","7,368,518.05"
7985,Mara,SERENGETI DC, MAKOROBOI , EM.18091 ,"173,063.39","172,135.97","198,612.35","197,906.63","197,796.00","197,401.00","197,238.00","197,079.00","196,897.00","196,897.00","196,897.00","196,857.00","2,318,780.35"
7986,Mara,Serengeti DC, MAKUNDUSI , EM.14080 ,"248,195.70","246,865.66","246,745.45","245,243.08","245,106.00","244,616.00","244,415.00","244,218.00","243,992.00","243,992.00","243,992.00","243,942.00","2,941,322.89"
7987,Mara,SERENGETI DC, MALIWA , EM.18094 ,"300,529.24","298,918.75","307,545.15","307,686.91","307,514.00","306,901.00","306,648.00","306,400.00","306,117.00","306,117.00","306,117.00","306,055.00","3,666,549.05"
7988,Mara,SERENGETI DC, MANYAGO , EM.18092 ,"79,795.70","79,368.08","148,452.60","147,548.71","147,466.00","147,172.00","147,050.00","146,932.00","146,796.00","146,796.00","146,796.00","146,766.00","1,630,939.09"
7989,Mara,Serengeti DC, MANYATA , EM.14081 ,"456,493.56","454,047.27","436,237.84","438,113.92","437,868.00","436,995.00","436,634.00","436,282.00","435,879.00","435,879.00","435,879.00","435,790.00","5,276,098.60"
7990,Mara,Serengeti DC, MAPINDUZI , EM.7155 ,"852,363.11","847,795.42","905,408.86","902,413.97","901,908.00","900,108.00","899,366.00","898,641.00","897,811.00","897,811.00","897,811.00","897,627.00","10,699,064.36"
7991,Mara,Serengeti DC, MAPINDUZI B , EM.11977 ,"1,044,598.20","1,039,000.34","1,041,701.52","1,041,401.83","1,040,818.00","1,038,741.00","1,037,885.00","1,037,048.00","1,036,090.00","1,036,090.00","1,036,090.00","1,035,878.00","12,465,341.90"
7992,Mara,Serengeti DC, MARASOMOCHE , EM.9521 ,"325,918.78","324,172.23","345,544.96","346,462.51","346,268.00","345,577.00","345,292.00","345,014.00","344,695.00","344,695.00","344,695.00","344,625.00","4,102,959.48"
7993,Mara,Serengeti DC, MASANGURA , EM.10628 ,"474,110.79","471,570.10","451,437.77","450,199.83","449,947.00","449,050.00","448,679.00","448,318.00","447,903.00","447,903.00","447,903.00","447,812.00","5,434,833.48"
7994,Mara,Serengeti DC, MASEBE , EM.15641 ,"410,896.02","408,694.08","359,224.89","358,548.41","358,347.00","357,632.00","357,337.00","357,049.00","356,719.00","356,719.00","356,719.00","356,647.00","4,394,532.40"
7995,Mara,Serengeti DC, MATANKA , EM.14648 ,"278,766.78","277,272.91","274,105.31","274,450.68","274,297.00","273,749.00","273,524.00","273,303.00","273,051.00","273,051.00","273,051.00","272,995.00","3,291,616.68"
7996,Mara,Serengeti DC, MATARE , EM.1636 ,"351,308.32","349,425.71","353,651.59","351,498.30","351,301.00","350,600.00","350,311.00","350,029.00","349,705.00","349,705.00","349,705.00","349,634.00","4,206,873.92"
7997,Mara,Serengeti DC, MBALIBALI , EM.3868 ,"665,827.72","662,259.64","605,463.67","602,784.33","602,446.00","601,244.00","600,748.00","600,264.00","599,710.00","599,710.00","599,710.00","599,587.00","7,339,754.37"
7998,Mara,Serengeti DC, MBILIKIRI , EM.14410 ,"241,977.86","240,681.13","263,972.03","262,364.78","262,218.00","261,694.00","261,479.00","261,268.00","261,026.00","261,026.00","261,026.00","260,973.00","3,099,705.79"
7999,Mara,SERENGETI DC, MCHURI , EM.18093 ,"161,145.85","160,282.30","185,439.08","186,324.31","186,220.00","185,848.00","185,695.00","185,545.00","185,374.00","185,374.00","185,374.00","185,336.00","2,177,957.54"
8000,Mara,Serengeti DC, MERENGA , EM.5002 ,"517,635.71","514,861.78","501,597.52","498,543.43","498,264.00","497,270.00","496,860.00","496,459.00","496,000.00","496,000.00","496,000.00","495,899.00","6,005,390.45"
8001,Mara,Serengeti DC, MERENGA B , EM.17122 ,"364,780.32","362,825.52","344,024.97","343,441.03","343,248.00","342,564.00","342,281.00","342,005.00","341,689.00","341,689.00","341,689.00","341,619.00","4,151,855.84"
8002,Mara,Serengeti DC, MESAGA , EM.7800 ,"459,602.48","457,139.54","424,077.90","421,495.81","421,259.00","420,419.00","420,072.00","419,734.00","419,346.00","419,346.00","419,346.00","419,260.00","5,121,097.73"
8003,Mara,Serengeti DC, METEMWE , EM.16343 ,"200,525.55","199,450.96","181,892.43","181,792.10","181,690.00","181,328.00","181,178.00","181,032.00","180,865.00","180,865.00","180,865.00","180,828.00","2,212,312.04"
8004,Mara,Serengeti DC, MISEKE , EM.3104 ,"246,641.24","245,319.53","246,238.78","244,739.50","244,602.00","244,114.00","243,913.00","243,716.00","243,491.00","243,491.00","243,491.00","243,441.00","2,933,198.05"
8005,Mara,Serengeti DC, MLIMANI , EM.12709 ,"326,436.94","324,687.61","272,078.66","270,422.04","270,270.00","269,731.00","269,509.00","269,291.00","269,043.00","269,043.00","269,043.00","268,988.00","3,348,543.24"
8006,Mara,Serengeti DC, MONINGORI , EM.2562 ,"466,856.64","464,354.82","486,397.60","488,975.43","488,701.00","487,726.00","487,324.00","486,931.00","486,481.00","486,481.00","486,481.00","486,382.00","5,803,091.48"
8007,Mara,Serengeti DC, MONUNA , EM.10814 ,"715,570.49","711,735.85","757,969.59","756,879.57","756,455.00","754,946.00","754,323.00","753,715.00","753,019.00","753,019.00","753,019.00","752,865.00","8,973,516.50"
8008,Mara,Serengeti DC, MOROTONGA , EM.5003 ,"376,179.71","374,163.81","367,331.52","369,627.15","369,420.00","368,683.00","368,379.00","368,082.00","367,742.00","367,742.00","367,742.00","367,667.00","4,432,759.19"
8009,Mara,Serengeti DC, MOSONGO , EM.8230 ,"642,510.80","639,067.67","539,597.33","538,829.77","538,528.00","537,453.00","537,010.00","536,577.00","536,081.00","536,081.00","536,081.00","535,972.00","6,653,788.57"
8010,Mara,Serengeti DC, MOTUKERI , EM.4225 ,"510,381.56","507,646.50","463,091.04","460,271.41","460,013.00","459,095.00","458,717.00","458,347.00","457,924.00","457,924.00","457,924.00","457,830.00","5,609,164.51"
8011,Mara,Serengeti DC, MUGUMU , EM.2145 ,"464,784.02","462,293.31","460,557.72","540,340.51","540,038.00","458,593.00","458,215.00","457,846.00","457,423.00","457,423.00","457,423.00","457,329.00","5,672,265.56"
8012,Mara,Serengeti DC, MUGUMU B , EM.11978 ,"409,341.56","407,147.95","385,571.43","383,727.37","383,512.00","382,747.00","382,431.00","382,123.00","381,770.00","381,770.00","381,770.00","381,692.00","4,643,603.31"
8013,Mara,Serengeti DC, MUSATI , EM.4226 ,"275,657.86","274,180.65","301,465.18","300,636.80","300,468.00","299,869.00","299,621.00","299,380.00","299,103.00","299,103.00","299,103.00","299,042.00","3,547,629.48"
8014,Mara,Serengeti DC, MWONGEZEKO , EM.18507 ,"51,297.23","51,022.34","93,732.87","93,162.16","93,110.00","92,924.00","92,848.00","92,773.00","92,687.00","92,687.00","92,687.00","92,668.00","1,031,598.60"
8015,Mara,Serengeti DC, NATTABIGO , EM.2146 ,"480,328.64","477,754.62","488,930.92","485,953.95","485,681.00","484,712.00","484,313.00","483,922.00","483,475.00","483,475.00","483,475.00","483,376.00","5,805,397.13"
8016,Mara,Serengeti DC, NGARAWANI , EM.3105 ,"491,728.02","489,092.92","497,037.54","494,514.80","494,238.00","493,251.00","492,845.00","492,447.00","491,992.00","491,992.00","491,992.00","491,892.00","5,913,022.28"
8017,Mara,Serengeti DC, NYAHENDE , EM.14649 ,"173,063.39","172,135.97","161,625.87","161,145.35","161,055.00","160,734.00","160,601.00","160,472.00","160,323.00","160,323.00","160,323.00","160,291.00","1,952,092.58"
8018,Mara,Serengeti DC, NYAIGABO , EM.7156 ,"304,674.47","303,041.77","295,385.21","293,586.69","293,422.00","292,837.00","292,595.00","292,359.00","292,089.00","292,089.00","292,089.00","292,029.00","3,536,197.14"
8019,Mara,Serengeti DC, NYAKITONO , EM.8988 ,"545,097.87","542,176.77","578,610.47","579,116.11","578,791.00","577,636.00","577,160.00","576,695.00","576,162.00","576,162.00","576,162.00","576,044.00","6,859,813.22"
8020,Mara,Serengeti DC, NYAMAKENDO , EM.5004 ,"737,332.96","733,381.69","690,583.25","689,903.54","689,517.00","688,141.00","687,573.00","687,019.00","686,384.00","686,384.00","686,384.00","686,244.00","8,348,847.44"
8021,Mara,Serengeti DC, NYAMAKOBITI , EM.9168 ,"602,094.80","598,868.25","542,637.32","539,333.35","539,031.00","537,955.00","537,512.00","537,078.00","536,582.00","536,582.00","536,582.00","536,473.00","6,580,728.72"
8022,Mara,Serengeti DC, NYAMATARE , EM.11979 ,"343,017.86","341,179.68","333,891.68","332,865.87","332,679.00","332,015.00","331,742.00","331,474.00","331,168.00","331,168.00","331,168.00","331,100.00","4,003,469.09"
8023,Mara,Serengeti DC, NYAMATOKE , EM.7801 ,"449,757.56","447,347.37","419,011.26","418,977.91","418,743.00","417,907.00","417,563.00","417,226.00","416,841.00","416,841.00","416,841.00","416,756.00","5,073,812.11"
8024,Mara,Serengeti DC, NYAMBURETI , EM.8710 ,"479,810.48","477,239.25","453,971.09","451,206.98","450,954.00","450,054.00","449,683.00","449,320.00","448,905.00","448,905.00","448,905.00","448,814.00","5,457,767.80"
8025,Mara,Serengeti DC, NYAMBURI , EM.8111 ,"603,649.26","600,414.39","557,330.58","559,476.52","559,163.00","558,047.00","557,587.00","557,137.00","556,623.00","556,623.00","556,623.00","556,509.00","6,779,182.74"
8026,Mara,Serengeti DC, NYAMERAMA , EM.18508 ,"61,660.31","61,329.88","103,866.15","103,233.74","103,176.00","102,970.00","102,885.00","102,802.00","102,707.00","102,707.00","102,707.00","102,686.00","1,152,730.09"
8027,Mara,SERENGETI DC, NYAMIHURU , EM.18096 ,"211,924.93","210,789.26","236,105.50","234,667.92","234,536.00","234,068.00","233,875.00","233,687.00","233,471.00","233,471.00","233,471.00","233,423.00","2,763,489.61"
8028,Mara,Serengeti DC, NYAMISINGISI , EM.6185 ,"415,559.40","413,332.48","411,917.96","411,927.80","411,697.00","410,875.00","410,537.00","410,206.00","409,827.00","409,827.00","409,827.00","409,743.00","4,935,276.65"
