S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
13145,Shinyanga,Kahama TC, KOROGWE , EM.2179 ,"669,454.80","665,867.28","526,930.73","523,722.39","523,429.00","522,384.00","521,954.00","521,533.00","521,051.00","521,051.00","521,051.00","520,945.00","6,559,373.20"
13146,Shinyanga,Kahama TC, LOWA , EM.791 ,"483,437.56","480,846.89","531,490.71","528,254.61","527,958.00","526,905.00","526,470.00","526,046.00","525,560.00","525,560.00","525,560.00","525,453.00","6,233,541.76"
13147,Shinyanga,Kahama TC, MAGOBEKO , EM.11498 ,"238,868.93","237,588.87","230,532.19","229,128.55","229,000.00","228,543.00","228,355.00","228,171.00","227,960.00","227,960.00","227,960.00","227,913.00","2,761,980.54"
13148,Shinyanga,Kahama TC, MAJENGO , EM.12888 ,"1,814,574.85","1,804,850.80","1,768,764.59","1,757,995.07","1,757,009.00","1,753,503.00","1,752,058.00","1,750,645.00","1,749,028.00","1,749,028.00","1,749,028.00","1,748,670.00","21,155,154.31"
13149,Shinyanga,Kahama TC, MALENGE , EM.6654 ,"271,512.63","270,057.63","283,225.27","281,500.79","281,343.00","280,782.00","280,550.00","280,324.00","280,065.00","280,065.00","280,065.00","280,008.00","3,349,498.31"
13150,Shinyanga,Kahama TC, MALUNGA , EM.6655 ,"887,597.58","882,841.07","951,515.30","945,721.78","945,192.00","943,305.00","942,528.00","941,768.00","940,898.00","940,898.00","940,898.00","940,706.00","11,203,868.72"
13151,Shinyanga,Kahama TC, MAYILA , EM.18068 ,"446,648.63","444,255.11","574,050.50","570,555.26","570,235.00","569,097.00","568,628.00","568,170.00","567,645.00","567,645.00","567,645.00","567,529.00","6,582,103.50"
13152,Shinyanga,Kahama TC, MBULU , EM.105 ,"807,283.73","802,957.61","906,928.85","901,406.81","900,901.00","899,104.00","898,362.00","897,638.00","896,809.00","896,809.00","896,809.00","896,626.00","10,601,635.00"
13153,Shinyanga,Kahama TC, MBULU B , EM.18107 ,"674,118.18","670,505.68","675,383.33","671,271.10","670,895.00","669,556.00","669,004.00","668,465.00","667,847.00","667,847.00","667,847.00","667,711.00","8,040,450.30"
13154,Shinyanga,Kahama TC, MHONGOLO , EM.5469 ,"1,340,464.06","1,333,280.70","1,301,620.23","1,293,695.03","1,292,970.00","1,290,390.00","1,289,326.00","1,288,286.00","1,287,096.00","1,287,096.00","1,287,096.00","1,286,833.00","15,578,153.02"
13155,Shinyanga,Kahama TC, MHUNGULA , EM.8154 ,"1,118,694.20","1,112,699.28","1,113,647.83","1,106,867.13","1,106,247.00","1,104,039.00","1,103,129.00","1,102,239.00","1,101,221.00","1,101,221.00","1,101,221.00","1,100,996.00","13,272,221.44"
13156,Shinyanga,Kahama TC, MHUNGULA B , EM.18042 ,"949,776.04","944,686.33","1,206,874.04","1,199,525.71","1,198,853.00","1,196,461.00","1,195,474.00","1,194,510.00","1,193,407.00","1,193,407.00","1,193,407.00","1,193,163.00","13,859,544.11"
13157,Shinyanga,Kahama TC, MLIMANI , EM.18644 ,"323,846.17","322,110.72","498,050.87","495,018.38","494,741.00","493,754.00","493,346.00","492,949.00","492,493.00","492,493.00","492,493.00","492,393.00","5,583,688.14"
13158,Shinyanga,Kahama TC, MONDO , EM.6656 ,"527,480.64","524,653.94","554,290.59","550,915.67","550,607.00","549,508.00","549,055.00","548,612.00","548,106.00","548,106.00","548,106.00","547,994.00","6,547,434.85"
13159,Shinyanga,Kahama TC, MPERA , EM.1129 ,"590,695.41","587,529.96","551,250.61","547,894.20","547,587.00","546,494.00","546,044.00","545,603.00","545,099.00","545,099.00","545,099.00","544,988.00","6,643,383.17"
13160,Shinyanga,Kahama TC, MWANZWAGI , EM.7394 ,"334,209.25","332,418.27","359,731.56","357,541.25","357,341.00","356,628.00","356,334.00","356,046.00","355,717.00","355,717.00","355,717.00","355,645.00","4,233,045.31"
13161,Shinyanga,Kahama TC, MWENDAKULIMA , EM.5470 ,"403,123.71","400,963.43","709,836.49","705,514.49","705,119.00","703,712.00","703,132.00","702,565.00","701,916.00","701,916.00","701,916.00","701,772.00","7,841,486.12"
13162,Shinyanga,Kahama TC, MWENDAKULIMA B , EM.15837 ,"325,918.78","324,172.23","318,691.76","316,751.33","316,574.00","315,942.00","315,682.00","315,427.00","315,136.00","315,136.00","315,136.00","315,071.00","3,809,638.10"
13163,Shinyanga,Kahama TC, MWIME , EM.5471 ,"773,603.73","769,458.09","737,196.36","785,080.01","784,640.00","783,074.00","782,428.00","781,798.00","781,075.00","781,075.00","781,075.00","780,916.00","9,321,419.19"
13164,Shinyanga,Kahama TC, NDUKU , EM.6657 ,"686,553.88","682,874.73","635,863.52","631,991.93","631,638.00","630,377.00","629,857.00","629,350.00","628,768.00","628,768.00","628,768.00","628,640.00","7,673,450.06"
13165,Shinyanga,Kahama TC, NGOGWA , EM.1130 ,"339,908.94","338,087.41","346,558.29","344,448.19","344,255.00","343,568.00","343,285.00","343,008.00","342,691.00","342,691.00","342,691.00","342,621.00","4,113,812.83"
13166,Shinyanga,Kahama TC, NGULU , EM.6658 ,"312,964.94","311,287.80","295,385.21","293,586.69","293,422.00","292,837.00","292,595.00","292,359.00","292,089.00","292,089.00","292,089.00","292,029.00","3,552,733.63"
13167,Shinyanga,Kahama TC, NTUNGULU , EM.6659 ,"312,446.78","310,772.42","312,105.12","310,204.80","310,031.00","309,412.00","309,157.00","308,908.00","308,622.00","308,622.00","308,622.00","308,559.00","3,717,462.13"
13168,Shinyanga,Kahama TC, NUJA , EM.7395 ,"276,176.01","274,696.02","250,292.10","248,768.14","248,629.00","248,133.00","247,928.00","247,728.00","247,499.00","247,499.00","247,499.00","247,449.00","3,032,296.27"
13169,Shinyanga,Kahama TC, NYAHANGA A , EM.330 ,"638,365.57","634,944.66","590,770.41","587,173.37","586,844.00","585,673.00","585,190.00","584,718.00","584,178.00","584,178.00","584,178.00","584,059.00","7,130,272.01"
13170,Shinyanga,Kahama TC, NYAHANGA B , EM.12890 ,"997,446.20","992,101.02","892,235.59","886,803.01","886,306.00","884,537.00","883,808.00","883,095.00","882,280.00","882,280.00","882,280.00","882,099.00","10,835,270.82"
13171,Shinyanga,Kahama TC, NYAMBULA , EM.8609 ,"333,172.94","331,387.51","343,011.64","340,923.13","340,732.00","340,052.00","339,772.00","339,498.00","339,184.00","339,184.00","339,184.00","339,115.00","4,065,216.22"
13172,Shinyanga,Kahama TC, NYANDEKWA , EM.6660 ,"565,824.02","562,791.85","565,943.87","562,497.99","562,183.00","561,061.00","560,598.00","560,146.00","559,629.00","559,629.00","559,629.00","559,514.00","6,739,446.74"
13173,Shinyanga,Kahama TC, NYANHEMBE , EM.12267 ,"315,037.55","313,349.31","300,451.85","298,622.48","298,455.00","297,859.00","297,614.00","297,374.00","297,099.00","297,099.00","297,099.00","297,039.00","3,607,099.19"
13174,Shinyanga,Kahama TC, NYASHIMBI , EM.8879 ,"834,227.73","829,757.22","878,048.99","872,702.79","872,213.00","870,473.00","869,755.00","869,054.00","868,251.00","868,251.00","868,251.00","868,074.00","10,369,058.74"
13175,Shinyanga,Kahama TC, NYASUBI , EM.12268 ,"1,298,493.60","1,291,535.15","1,267,673.74","1,257,437.32","1,256,732.00","1,254,225.00","1,253,190.00","1,252,180.00","1,251,023.00","1,251,023.00","1,251,023.00","1,250,768.00","15,135,303.80"
13176,Shinyanga,Kahama TC, PENZI , EM.12891 ,"234,723.70","233,465.85","220,398.91","219,056.96","218,934.00","218,497.00","218,317.00","218,141.00","217,940.00","217,940.00","217,940.00","217,895.00","2,653,249.43"
13177,Shinyanga,Kahama TC, SANGILWA , EM.7396 ,"365,298.48","363,340.89","372,398.16","370,130.73","369,923.00","369,185.00","368,881.00","368,583.00","368,243.00","368,243.00","368,243.00","368,168.00","4,420,637.26"
13178,Shinyanga,Kahama TC, SEEKE , EM.1841 ,"316,592.01","314,895.44","351,118.26","348,980.40","348,785.00","348,089.00","347,802.00","347,521.00","347,200.00","347,200.00","347,200.00","347,129.00","4,112,512.12"
13179,Shinyanga,Kahama TC, SHUNU , EM.12269 ,"1,356,526.83","1,349,257.39","1,536,205.74","1,526,852.21","1,525,996.00","1,522,951.00","1,521,695.00","1,520,468.00","1,519,064.00","1,519,064.00","1,519,064.00","1,518,754.00","17,935,898.17"
13180,Shinyanga,Kahama TC, SUNGE , EM.9011. ,"301,565.55","299,949.50","299,945.18","298,118.90","297,952.00","297,357.00","297,112.00","296,872.00","296,598.00","296,598.00","296,598.00","296,538.00","3,575,204.14"
13181,Shinyanga,Kahama TC, TULOLE , EM.792 ,"322,291.71","320,564.59","311,091.80","309,197.64","309,024.00","308,408.00","308,153.00","307,905.00","307,620.00","307,620.00","307,620.00","307,558.00","3,727,053.74"
13182,Shinyanga,Kahama TC, TUMAINI , EM.11054 ,"368,925.55","366,948.53","406,851.32","404,374.12","404,147.00","403,341.00","403,008.00","402,683.00","402,311.00","402,311.00","402,311.00","402,229.00","4,769,440.53"
13183,Shinyanga,Kahama TC, UBILIMBI , EM.6661 ,"364,780.32","362,825.52","388,611.41","386,748.84","386,532.00","385,761.00","385,443.00","385,132.00","384,776.00","384,776.00","384,776.00","384,697.00","4,584,859.10"
13184,Shinyanga,Kahama TC, UFALA , EM.5472 ,"358,562.48","356,640.99","358,211.56","356,030.51","355,831.00","355,121.00","354,828.00","354,542.00","354,214.00","354,214.00","354,214.00","354,142.00","4,266,551.54"
13185,Shinyanga,Kahama TC, WAME , EM.3643 ,"336,281.86","334,479.77","299,438.52","297,615.32","297,448.00","296,855.00","296,610.00","296,371.00","296,097.00","296,097.00","296,097.00","296,037.00","3,639,427.48"
13186,Shinyanga,Kahama TC, WENDELE , EM.5473 ,"458,566.17","456,108.78","465,624.37","462,789.31","462,530.00","461,607.00","461,226.00","460,854.00","460,429.00","460,429.00","460,429.00","460,335.00","5,530,927.63"
13187,Shinyanga,Kahama TC, WIGEHE , EM.14223 ,"372,034.48","370,040.80","370,371.50","368,116.41","367,910.00","367,176.00","366,873.00","366,577.00","366,239.00","366,239.00","366,239.00","366,164.00","4,413,980.19"
13188,Shinyanga,Kahama TC, ZONGOMERA , EM.3964 ,"483,437.56","480,846.89","544,663.98","541,347.67","541,044.00","539,965.00","539,519.00","539,084.00","538,586.00","538,586.00","538,586.00","538,476.00","6,364,142.09"
13189,Shinyanga,Kishapu DC, BELEDI , EM.3644 ,"296,902.17","295,311.11","393,171.39","391,784.64","391,565.00","390,784.00","390,461.00","390,147.00","389,786.00","389,786.00","389,786.00","389,707.00","4,499,191.30"
13190,Shinyanga,Kishapu DC, BUBIKI , EM.1131 ,"866,353.27","861,710.60","615,596.96","615,373.81","615,029.00","613,802.00","613,295.00","612,801.00","612,235.00","612,235.00","612,235.00","612,110.00","7,862,776.64"
13191,Shinyanga,Kishapu DC, BUBINZA , EM.2835 ,"427,476.94","425,186.15","423,064.58","420,488.65","420,253.00","419,414.00","419,068.00","418,731.00","418,344.00","418,344.00","418,344.00","418,258.00","5,046,972.32"
13192,Shinyanga,Kishapu DC, BUCHAMBI , EM.6662 ,"286,539.09","285,003.57","304,505.16","303,658.27","303,488.00","302,882.00","302,633.00","302,389.00","302,109.00","302,109.00","302,109.00","302,048.00","3,599,473.09"
13193,Shinyanga,Kishapu DC, BUDUHE , EM.15166 ,"433,694.79","431,370.68","438,264.50","435,596.03","435,352.00","434,483.00","434,125.00","433,775.00","433,374.00","433,374.00","433,374.00","433,286.00","5,210,069.00"
13194,Shinyanga,Kishapu DC, BUGANIKA , EM.2180 ,"517,117.56","514,346.40","483,864.28","480,918.16","480,649.00","479,689.00","479,294.00","478,907.00","478,465.00","478,465.00","478,465.00","478,367.00","5,828,547.40"
13195,Shinyanga,Kishapu DC, BUKINGWAMANDEGE , EM.7397 ,"136,274.47","135,544.19","134,772.67","133,952.07","133,877.00","133,610.00","133,500.00","133,392.00","133,269.00","133,269.00","133,269.00","133,242.00","1,607,971.40"
13196,Shinyanga,Kishapu DC, BULIMA , EM.1756 ,"275,139.70","273,665.27","295,891.87","295,097.42","294,932.00","294,343.00","294,101.00","293,864.00","293,592.00","293,592.00","293,592.00","293,532.00","3,491,342.27"
13197,Shinyanga,Kishapu DC, BULIMBA , EM.5474 ,"370,998.17","369,010.04","386,584.76","385,741.69","385,525.00","384,756.00","384,439.00","384,129.00","383,774.00","383,774.00","383,774.00","383,696.00","4,586,201.65"
13198,Shinyanga,Kishapu DC, BUNAMBIYU , EM.3194 ,"514,526.79","511,769.52","518,824.10","516,168.70","515,879.00","514,850.00","514,425.00","514,011.00","513,536.00","513,536.00","513,536.00","513,431.00","6,174,493.11"
13199,Shinyanga,Kishapu DC, BUPIGI , EM.2836 ,"422,295.40","420,032.38","414,957.95","412,431.38","412,200.00","411,378.00","411,038.00","410,707.00","410,328.00","410,328.00","410,328.00","410,244.00","4,956,268.12"
13200,Shinyanga,Kishapu DC, BUSANGWA , EM.3965 ,"262,185.86","260,780.84","276,131.97","275,457.84","275,303.00","274,754.00","274,527.00","274,306.00","274,053.00","274,053.00","274,053.00","273,997.00","3,269,602.50"
13201,Shinyanga,Kishapu DC, BUSONGO , EM.5475 ,"261,149.55","259,750.09","261,438.71","261,861.20","261,714.00","261,192.00","260,977.00","260,766.00","260,525.00","260,525.00","260,525.00","260,472.00","3,130,895.54"
13202,Shinyanga,Kishapu DC, BUTUYU , EM.6663 ,"524,371.72","521,561.68","492,984.23","490,486.16","490,211.00","489,233.00","488,830.00","488,435.00","487,984.00","487,984.00","487,984.00","487,885.00","5,937,949.79"
13203,Shinyanga,Kishapu DC, BUZINZA , EM.6664 ,"282,393.86","280,880.55","298,425.19","297,111.74","296,945.00","296,353.00","296,108.00","295,870.00","295,596.00","295,596.00","295,596.00","295,536.00","3,526,411.34"
13204,Shinyanga,Kishapu DC, DUGUSHILU , EM.1919 ,"247,159.40","245,834.90","245,732.12","245,746.66","245,609.00","245,119.00","244,917.00","244,719.00","244,493.00","244,493.00","244,493.00","244,443.00","2,942,759.08"
13205,Shinyanga,Kishapu DC, DULISI , EM.5476 ,"492,764.33","490,123.67","412,931.29","410,417.07","410,187.00","409,368.00","409,031.00","408,701.00","408,324.00","408,324.00","408,324.00","408,240.00","5,076,735.36"
13206,Shinyanga,Kishapu DC, HILISHI , EM.2704 ,"182,390.16","181,412.76","182,905.76","182,799.26","182,697.00","182,332.00","182,182.00","182,035.00","181,867.00","181,867.00","181,867.00","181,830.00","2,186,184.94"
13207,Shinyanga,Kishapu DC, HINDAWASHI , EM.1990 ,"297,938.47","296,341.86","292,345.22","291,068.79","290,906.00","290,325.00","290,086.00","289,852.00","289,584.00","289,584.00","289,584.00","289,525.00","3,497,140.35"
13208,Shinyanga,Kishapu DC, IBOJA , EM.8610 ,"409,859.71","407,663.33","426,104.56","426,531.60","426,292.00","425,442.00","425,091.00","424,748.00","424,356.00","424,356.00","424,356.00","424,269.00","5,069,069.20"
13209,Shinyanga,Kishapu DC, IDIDI , EM.5477 ,"391,206.17","389,109.75","396,211.38","393,798.95","393,578.00","392,793.00","392,469.00","392,152.00","391,790.00","391,790.00","391,790.00","391,710.00","4,708,398.25"
13210,Shinyanga,Kishapu DC, IDISANHAMBO , EM.3966 ,"303,638.17","302,011.01","292,851.89","291,068.79","290,906.00","290,325.00","290,086.00","289,852.00","289,584.00","289,584.00","289,584.00","289,525.00","3,509,015.86"
13211,Shinyanga,Kishapu DC, IDUKILO , EM.1383 ,"760,131.73","756,058.29","765,569.55","762,418.94","761,991.00","760,471.00","759,844.00","759,231.00","758,530.00","758,530.00","758,530.00","758,375.00","9,119,680.51"
13212,Shinyanga,Kishapu DC, IDUSHI , EM.8250 ,"234,723.70","233,465.85","241,678.81","241,214.45","241,079.00","240,598.00","240,400.00","240,206.00","239,984.00","239,984.00","239,984.00","239,935.00","2,873,252.81"
13213,Shinyanga,Kishapu DC, IGAGA , EM.5478 ,"675,154.49","671,536.43","710,343.16","706,018.07","705,622.00","704,214.00","703,634.00","703,066.00","702,417.00","702,417.00","702,417.00","702,273.00","8,389,112.15"
13214,SHINYANGA,KISHAPU DC, IJIMIJA , EM.19201 ,"139,901.54","139,151.83","72,452.98","72,011.83","71,971.00","71,828.00","71,769.00","71,711.00","71,645.00","71,645.00","71,645.00","71,630.00","997,362.18"
13215,Shinyanga,Kishapu DC, IKOMA , EM.6665 ,"402,087.40","399,932.67","455,491.08","456,242.78","455,987.00","455,077.00","454,702.00","454,335.00","453,916.00","453,916.00","453,916.00","453,823.00","5,349,425.93"
13216,Shinyanga,Kishapu DC, IKOMBABUKI , EM.6666 ,"214,515.70","213,366.14","202,665.67","201,431.69","201,319.00","200,917.00","200,751.00","200,589.00","200,404.00","200,404.00","200,404.00","200,363.00","2,437,130.20"
13217,Shinyanga,Kishapu DC, IKONONGO , EM.5479 ,"251,304.63","249,957.92","242,185.47","240,710.87","240,576.00","240,096.00","239,898.00","239,704.00","239,483.00","239,483.00","239,483.00","239,434.00","2,902,315.89"
13218,Shinyanga,Kishapu DC, IKUMBO , EM.6667 ,"192,235.09","191,204.92","207,225.64","205,963.90","205,848.00","205,438.00","205,268.00","205,103.00","204,913.00","204,913.00","204,913.00","204,871.00","2,437,896.55"
13219,Shinyanga,Kishapu DC, ILEBELEBE , EM.6668 ,"205,707.09","204,604.73","197,092.36","195,892.32","195,782.00","195,392.00","195,231.00","195,073.00","194,893.00","194,893.00","194,893.00","194,853.00","2,364,306.49"
13220,Shinyanga,Kishapu DC, ILOBI , EM.6669 ,"529,553.25","526,715.45","540,104.00","538,326.19","538,024.00","536,951.00","536,508.00","536,075.00","535,580.00","535,580.00","535,580.00","535,471.00","6,424,467.89"
13221,Shinyanga,Kishapu DC, ILULA , EM.942 ,"274,621.55","273,149.89","282,718.60","283,515.10","283,356.00","282,791.00","282,558.00","282,330.00","282,069.00","282,069.00","282,069.00","282,011.00","3,373,258.15"
13222,Shinyanga,Kishapu DC, IMALABUPINA , EM.6670 ,"358,562.48","356,640.99","273,598.65","271,932.78","271,780.00","271,238.00","271,014.00","270,796.00","270,546.00","270,546.00","270,546.00","270,490.00","3,427,690.90"
13223,Shinyanga,Kishapu DC, INOLELO , EM.5480 ,"212,961.24","211,820.01","226,478.88","226,610.65","226,484.00","226,032.00","225,845.00","225,663.00","225,455.00","225,455.00","225,455.00","225,409.00","2,683,668.78"
13224,Shinyanga,Kishapu DC, IPEJA , EM.7943 ,"264,258.47","262,842.35","258,398.72","256,825.40","256,681.00","256,169.00","255,958.00","255,752.00","255,515.00","255,515.00","255,515.00","255,463.00","3,088,892.95"
13225,Shinyanga,Kishapu DC, IPILILO , EM.7398 ,"235,760.01","234,496.61","217,358.93","216,035.49","215,914.00","215,484.00","215,306.00","215,132.00","214,934.00","214,934.00","214,934.00","214,890.00","2,625,179.03"
13226,Shinyanga,Kishapu DC, ISAGALA , EM.5481 ,"323,846.17","322,110.72","330,851.70","330,851.55","330,666.00","330,006.00","329,734.00","329,468.00","329,164.00","329,164.00","329,164.00","329,097.00","3,944,123.14"
13227,Shinyanga,Kishapu DC, ISEMELO , EM.2705 ,"313,483.09","311,803.18","333,385.02","331,858.71","331,673.00","331,011.00","330,738.00","330,471.00","330,166.00","330,166.00","330,166.00","330,098.00","3,935,019.00"
13228,Shinyanga,Kishapu DC, ISOSO , EM.8611 ,"267,885.55","266,449.99","284,238.60","282,507.94","282,350.00","281,786.00","281,554.00","281,327.00","281,067.00","281,067.00","281,067.00","281,009.00","3,352,309.08"
13229,Shinyanga,Kishapu DC, ISUNDA , EM.7399 ,"307,265.24","305,618.65","306,025.15","305,169.01","304,998.00","304,389.00","304,138.00","303,893.00","303,612.00","303,612.00","303,612.00","303,550.00","3,655,882.06"
13230,Shinyanga,Kishapu DC, ITILIMA , EM.1132 ,"221,251.70","220,066.05","233,065.51","232,150.02","232,020.00","231,557.00","231,366.00","231,179.00","230,966.00","230,966.00","230,966.00","230,919.00","2,756,472.28"
13231,Shinyanga,Kishapu DC, ITONGOITALE , EM.3645 ,"297,938.47","296,341.86","288,798.57","287,040.16","286,879.00","286,307.00","286,071.00","285,840.00","285,576.00","285,576.00","285,576.00","285,518.00","3,457,462.07"
