S/N,REGION,COUNCIL,SCHOOL NAME,Reg#,"July, 2022","Augut, 2022","September, 2022","October, 2022","November, 2022","December, 2022","January, 2023","February, 2023","March, 2023","April, 2023","May, 2023","June, 2023", TOTAL 
2035,Mara,Rorya DC,KATURU,S.634,"724,124.14","718,748.52","670,891.49","667,397.14","667,206.00","665,198.00","664,962.00","664,844.00","663,638.00","662,976.00","662,976.00","661,104.00","8,094,065.29"
2036,Mara,Rorya DC,KIGUNGA,S.5333,"76,818.16","76,247.89","223,630.50","222,465.71","222,402.00","221,733.00","221,654.00","221,615.00","221,213.00","220,992.00","220,992.00","220,368.00","2,370,131.26"
2037,Mara,Rorya DC,KINYENCHE,S.4943,"527,560.02","523,643.62","460,101.02","457,704.58","457,574.00","456,197.00","456,035.00","455,954.00","455,127.00","454,673.00","454,673.00","453,389.00","5,612,631.24"
2038,Mara,Rorya DC,KIROGO,S.3393,"254,177.74","252,290.82","218,280.48","217,143.57","217,081.00","216,428.00","216,351.00","216,313.00","215,921.00","215,705.00","215,705.00","215,096.00","2,670,492.61"
2039,Mara,Rorya DC,KISUMWA,S.2377,"753,495.79","747,902.13","662,331.47","658,881.71","658,693.00","656,711.00","656,478.00","656,361.00","655,171.00","654,517.00","654,517.00","652,669.00","8,067,728.09"
2040,Mara,Rorya DC,KOMUGE,S.5793,,,,"104,314.07","104,284.00","103,970.00","103,933.00","103,915.00","103,727.00","103,623.00","103,623.00","103,330.00","934,719.07"
2041,Mara,Rorya DC,KUKONA,S.5195,"178,489.26","177,164.22","204,370.45","203,305.99","203,248.00","202,636.00","202,564.00","202,528.00","202,161.00","201,959.00","201,959.00","201,389.00","2,381,773.92"
2042,Mara,RORYA DC,KURUYA,S.5593,"53,094.91","52,700.75","50,290.11","50,028.17","50,014.00","49,863.00","49,846.00","49,837.00","49,746.00","49,697.00","49,697.00","49,556.00","604,369.94"
2043,Mara,Rorya DC,KWIBUSE,S.5191,"161,544.07","160,344.83","209,720.46","208,628.13","208,568.00","207,941.00","207,867.00","207,830.00","207,453.00","207,246.00","207,246.00","206,661.00","2,401,049.51"
2044,Mara,Rorya DC,KYANGOMBE,S.3787,"411,203.10","408,150.49","353,100.78","351,261.65","351,161.00","350,104.00","349,980.00","349,918.00","349,283.00","348,935.00","348,935.00","347,950.00","4,319,982.02"
2045,Mara,Rorya DC,MBATAMO,S.5341,"132,172.42","131,191.23","154,080.34","153,277.81","153,234.00","152,773.00","152,719.00","152,692.00","152,414.00","152,262.00","152,262.00","151,833.00","1,790,910.81"
2046,Mara,Rorya DC,MIRARE,S.3788,"794,164.23","788,268.66","685,871.52","682,299.15","682,104.00","680,051.00","679,810.00","679,689.00","678,456.00","677,780.00","677,780.00","675,866.00","8,382,139.56"
2047,Mara,Rorya DC,MUSA AKASHA,S.4658,"563,709.74","559,524.98","629,161.39","625,884.40","625,705.00","623,822.00","623,601.00","623,490.00","622,359.00","621,738.00","621,738.00","619,983.00","7,360,716.52"
2048,Mara,Rorya DC,NGASARO,S.5194,"497,058.69","493,368.72","665,541.47","662,074.99","661,886.00","659,894.00","659,659.00","659,543.00","658,346.00","657,689.00","657,689.00","655,832.00","7,588,581.88"
2049,Mara,Rorya DC,NYABIWE,S.3389,"234,973.20","233,228.85","288,900.64","287,395.90","287,314.00","286,449.00","286,347.00","286,297.00","285,777.00","285,492.00","285,492.00","284,686.00","3,332,352.59"
2050,Mara,Rorya DC,NYAMAGARO,S.2332,"976,042.52","968,796.76","948,022.10","943,084.32","942,815.00","939,977.00","939,643.00","939,477.00","937,773.00","936,837.00","936,837.00","934,192.00","11,343,496.70"
2051,Mara,Rorya DC,NYAMASANDA,S.657,"560,320.71","556,161.10","562,821.25","513,054.90","512,908.00","511,365.00","511,183.00","511,092.00","510,165.00","509,656.00","509,656.00","508,217.00","6,276,599.96"
2052,Mara,RORYA DC,NYAMBOGO,S.5794,"99,411.74","98,673.74","93,090.21","93,669.77","93,643.00","93,361.00","93,328.00","93,311.00","93,142.00","93,049.00","93,049.00","92,787.00","1,130,515.46"
2053,Mara,Rorya DC,NYAMTINGA,S.4659,"655,213.73","650,349.68","481,501.07","603,531.39","603,359.00","601,543.00","601,329.00","601,223.00","600,132.00","599,534.00","599,534.00","597,841.00","7,195,090.86"
2054,Mara,Rorya DC,NYAMUNGA,S.3388,"1,099,177.52","1,091,017.65","1,075,352.38","1,072,944.69","1,072,638.00","1,069,410.00","1,069,030.00","1,068,841.00","1,066,901.00","1,065,837.00","1,065,837.00","1,062,828.00","12,879,814.23"
2055,Mara,Rorya DC,NYANDUGA,S.637,"1,138,716.28","1,130,262.89","1,127,782.50","1,102,748.71","1,102,433.00","1,099,116.00","1,098,725.00","1,098,531.00","1,096,538.00","1,095,444.00","1,095,444.00","1,092,351.00","13,278,092.36"
2056,Mara,RORYA DC,NYANG'OMBE,S.5795,"249,659.02","247,805.65","236,470.52","235,238.86","235,172.00","234,464.00","234,381.00","234,339.00","233,914.00","233,681.00","233,681.00","233,021.00","2,841,827.07"
2057,Mara,Rorya DC,NYATHOROGO,S.1895,"619,064.01","614,468.31","631,301.40","628,013.26","627,834.00","625,944.00","625,722.00","625,611.00","624,476.00","623,853.00","623,853.00","622,092.00","7,492,231.98"
2058,Mara,Rorya DC,NYIHARA,S.2331,"300,494.57","298,263.82","312,440.69","310,813.34","310,724.00","309,789.00","309,679.00","309,624.00","309,063.00","308,754.00","308,754.00","307,883.00","3,696,282.42"
2059,Mara,Rorya DC,OLIYO,S.5332,"161,544.07","160,344.83","182,970.41","182,017.40","181,965.00","181,418.00","181,353.00","181,321.00","180,992.00","180,812.00","180,812.00","180,301.00","2,135,850.72"
2060,Mara,Rorya DC,PASTOR RAPHAEL ODUNGA,S.1894,"309,532.00","307,234.16","187,250.41","186,275.12","186,222.00","185,661.00","185,595.00","185,563.00","185,226.00","185,041.00","185,041.00","184,519.00","2,473,159.69"
2061,Mara,Rorya DC,PROF PHILEMON SARUNGI,S.3399,"1,111,603.98","1,103,351.86","1,296,842.87","1,290,088.25","1,289,719.00","1,285,838.00","1,285,381.00","1,285,154.00","1,282,822.00","1,281,543.00","1,281,543.00","1,277,924.00","15,071,810.97"
2062,Mara,Rorya DC,RARANYA,S.4245,"626,971.76","622,317.36","601,341.33","598,209.24","598,038.00","596,238.00","596,027.00","595,921.00","594,840.00","594,247.00","594,247.00","592,569.00","7,210,966.69"
2063,Mara,Rorya DC,ROCHE,S.3391,"669,899.56","664,926.48","644,141.43","640,786.41","640,603.00","638,675.00","638,448.00","638,335.00","637,177.00","636,542.00","636,542.00","634,744.00","7,720,819.87"
2064,Mara,Rorya DC,SHIRATI SOTA,S.5334,"152,506.64","151,374.49","293,180.65","291,653.62","291,570.00","290,693.00","290,590.00","290,538.00","290,011.00","289,722.00","289,722.00","288,904.00","3,210,465.40"
2065,Mara,Rorya DC,SUBA,S.879,"549,023.92","544,948.18","514,671.14","513,054.90","512,908.00","511,365.00","511,183.00","511,092.00","510,165.00","509,656.00","509,656.00","508,217.00","6,205,940.13"
2066,Mara,Rorya DC,TAI,S.3395,"1,234,738.98","1,225,572.75","1,150,252.55","1,144,261.45","1,143,934.00","1,140,492.00","1,140,087.00","1,139,885.00","1,137,817.00","1,136,682.00","1,136,682.00","1,133,472.00","13,863,876.72"
2067,Mara,Rorya DC,WANINGO,S.3394,"523,041.31","519,158.45","497,551.10","494,959.60","494,818.00","493,329.00","493,154.00","493,066.00","492,172.00","491,681.00","491,681.00","490,293.00","5,974,904.46"
2068,Mara,Serengeti,BUSAWE,S.4179,"468,816.72","465,336.41","354,170.78","352,326.08","352,225.00","351,165.00","351,041.00","350,978.00","350,342.00","349,992.00","349,992.00","349,004.00","4,445,388.99"
2069,Mara,Serengeti,DR OMAR ALI JUMA,S.835,"463,168.33","459,729.94","451,541.00","449,189.14","449,061.00","447,709.00","447,550.00","447,471.00","446,659.00","446,214.00","446,214.00","444,954.00","5,399,460.41"
2070,Mara,Serengeti,GESARYA,S.5342,"206,731.23","205,196.54","350,960.78","349,132.79","349,033.00","347,983.00","347,859.00","347,797.00","347,166.00","346,820.00","346,820.00","345,841.00","3,891,340.34"
2071,Mara,Serengeti,IKOMA,S.1011,"555,801.99","551,675.93","494,341.09","491,766.31","491,626.00","490,146.00","489,972.00","489,885.00","488,997.00","488,509.00","488,509.00","487,129.00","6,008,358.33"
2072,Mara,Serengeti,IKORONGO,S.1012,"856,296.56","849,939.75","591,711.31","585,436.09","585,269.00","583,507.00","583,300.00","583,197.00","582,139.00","581,558.00","581,558.00","579,916.00","7,543,827.71"
2073,Mara,Serengeti,ISERESERE,S.5477,"45,187.15","44,851.70","113,420.25","112,829.50","112,797.00","112,458.00","112,418.00","112,398.00","112,194.00","112,082.00","112,082.00","111,766.00","1,214,483.61"
2074,Mara,Serengeti,KAMBARAGE,S.568,"690,233.77","685,109.74","556,401.23","553,503.21","553,345.00","551,680.00","551,484.00","551,386.00","550,386.00","549,837.00","549,837.00","548,284.00","6,891,486.96"
2075,Mara,Serengeti,KEMARONGE,S.5172,"199,953.16","198,468.78","363,800.81","361,905.95","361,802.00","360,714.00","360,586.00","360,522.00","359,868.00","359,509.00","359,509.00","358,493.00","4,005,131.69"
2076,Mara,Serengeti,KIBANCHA,S.5490,"90,374.31","89,703.40","173,340.38","172,437.54","172,388.00","171,869.00","171,808.00","171,778.00","171,466.00","171,295.00","171,295.00","170,812.00","1,898,566.63"
2077,Mara,Serengeti,KISAKA,S.1162,"842,740.42","836,484.24","698,711.55","695,072.30","694,874.00","692,782.00","692,536.00","692,414.00","691,157.00","690,468.00","690,468.00","688,518.00","8,606,225.51"
2078,Mara,Serengeti,KISANGURA,S.837,"429,277.96","426,091.17","371,290.82","369,356.95","369,251.00","368,140.00","368,009.00","367,944.00","367,277.00","366,910.00","366,910.00","365,874.00","4,536,331.90"
2079,Mara,Serengeti,KITUNGURUMA,S.3770,"543,375.52","539,341.71","574,591.27","571,598.51","571,435.00","569,715.00","569,513.00","569,412.00","568,379.00","567,812.00","567,812.00","566,209.00","6,779,194.02"
2080,Mara,Serengeti,MACHOCHWE,S.834,"860,815.28","854,424.92","668,751.48","665,268.28","665,078.00","663,077.00","662,841.00","1,080,505.00","574,730.00","574,156.00","574,156.00","572,535.00","8,416,337.96"
2081,Mara,Serengeti,MAJIMOTO,S.5170,"353,589.48","350,964.57","294,250.65","292,718.04","292,634.00","291,754.00","291,650.00","291,598.00","291,069.00","290,779.00","290,779.00","289,958.00","3,621,743.74"
2082,Mara,Serengeti,MAKUNDUSI,S.5042,"711,697.67","706,414.30","813,201.80","808,966.23","808,735.00","806,301.00","806,015.00","805,872.00","804,410.00","803,608.00","803,608.00","801,338.00","9,480,167.01"
2083,Mara,Serengeti,MAMA MARIA,S.1709,"406,684.38","403,665.32","402,320.89","404,483.12","404,367.00","403,151.00","403,007.00","402,936.00","402,205.00","401,804.00","401,804.00","400,669.00","4,837,096.71"
2084,Mara,Serengeti,MANCHIRA,S.1707,"387,479.84","384,603.34","338,120.75","336,359.64","336,263.00","335,252.00","335,132.00","335,073.00","334,465.00","334,132.00","334,132.00","333,188.00","4,124,200.58"
2085,Mara,Serengeti,MAPINDUZI,S.5336,"268,863.57","266,867.63","564,961.25","574,791.80","574,627.00","572,898.00","572,695.00","572,593.00","571,554.00","570,984.00","570,984.00","569,372.00","6,251,191.24"
2086,Mara,Serengeti,MERENGA,S.5491,"72,299.45","71,762.72","233,260.52","232,045.58","231,979.00","231,281.00","231,199.00","231,158.00","230,739.00","230,508.00","230,508.00","229,858.00","2,456,598.26"
2087,Mara,Serengeti,MOSONGO,S.5171,"145,728.57","144,646.74","165,850.37","164,986.53","164,939.00","164,443.00","164,385.00","164,355.00","164,057.00","163,894.00","163,894.00","163,431.00","1,934,610.21"
2088,Mara,Serengeti,MUGUMU,S.1711,"1,652,720.15","1,640,450.99","1,575,043.49","1,566,839.86","1,566,392.00","1,561,678.00","1,561,123.00","1,560,847.00","1,558,015.00","1,556,461.00","1,556,461.00","1,552,066.00","18,908,097.49"
2089,Mara,Serengeti,MUSATI,S.5338,"203,342.19","201,832.66","273,920.61","272,493.89","272,416.00","271,596.00","271,500.00","271,452.00","270,959.00","270,689.00","270,689.00","269,925.00","3,120,815.35"
2090,Mara,Serengeti,NAGUSI,S.3014,"795,293.91","789,389.95","760,771.68","756,809.20","756,593.00","754,316.00","754,048.00","753,914.00","752,547.00","751,796.00","751,796.00","749,673.00","9,126,947.74"
2091,Mara,Serengeti,NATTA,S.1161,"877,760.46","871,244.31","930,902.06","930,311.17","930,045.00","927,246.00","926,917.00","926,753.00","925,071.00","924,149.00","924,149.00","921,539.00","11,016,087.00"
2092,Mara,Serengeti,NGARAWANI,S.5337,"190,915.72","189,498.44","262,150.58","260,785.17","260,711.00","259,926.00","259,834.00","259,788.00","259,316.00","259,058.00","259,058.00","258,326.00","2,979,366.91"
2093,Mara,Serengeti,NGOREME,S.252,"716,216.39","710,899.47","695,501.54","691,879.01","691,681.00","689,600.00","689,355.00","689,233.00","687,982.00","687,296.00","687,296.00","685,355.00","8,322,294.42"
2094,Mara,Serengeti,NYAMBURETI,S.1710,"604,378.18","599,891.51","488,991.08","486,444.17","486,305.00","484,842.00","484,669.00","484,584.00","483,704.00","483,222.00","483,222.00","481,857.00","6,052,109.94"
2095,Mara,Serengeti,NYAMBURI,S.5168,"293,716.50","291,536.06","376,640.83","374,679.10","374,572.00","373,445.00","373,312.00","373,246.00","372,569.00","372,197.00","372,197.00","371,146.00","4,319,256.49"
2096,Mara,Serengeti,NYAMOKO,S.1708,"554,672.31","550,554.64","503,971.12","501,346.18","501,203.00","499,695.00","499,517.00","499,429.00","498,522.00","498,025.00","498,025.00","496,619.00","6,101,579.25"
2097,Mara,Serengeti,NYANSURURA,S.3771,"558,061.35","553,918.52","376,640.83","374,679.10","374,572.00","373,445.00","373,312.00","373,246.00","372,569.00","372,197.00","372,197.00","371,146.00","4,845,983.80"
2098,Mara,Serengeti,NYICHOKA,S.5173,"225,935.77","224,258.51","255,730.57","254,398.59","254,326.00","253,560.00","253,470.00","253,426.00","252,966.00","252,713.00","252,713.00","252,000.00","2,985,497.44"
2099,Mara,Serengeti,RIGICHA,S.1163,"611,156.26","606,619.27","656,981.45","653,559.56","653,373.00","651,406.00","651,175.00","651,060.00","649,878.00","649,230.00","649,230.00","647,397.00","7,731,065.54"
2100,Mara,Serengeti,RINGWANI,S.836,"597,600.11","593,163.76","577,801.28","574,791.80","574,627.00","572,898.00","572,695.00","572,593.00","571,554.00","570,984.00","570,984.00","569,372.00","6,919,063.94"
2101,Mara,Serengeti,ROBANDA,S.4978,"389,739.20","386,845.93","414,090.92","411,934.12","411,816.00","410,577.00","410,431.00","410,358.00","409,614.00","409,205.00","409,205.00","408,050.00","4,881,866.17"
2102,Mara,Serengeti,SEDECO,S.5167,"147,987.93","146,889.32","226,840.50","225,659.00","225,594.00","224,916.00","224,836.00","224,796.00","224,388.00","224,164.00","224,164.00","223,531.00","2,543,765.76"
2103,Mara,Serengeti,SERENGETI,S.370,"1,004,284.49","996,829.07","936,252.07","943,084.32","942,815.00","939,977.00","939,643.00","939,477.00","937,773.00","936,837.00","936,837.00","934,192.00","11,388,000.96"
2104,Mara,Serengeti,SOMOCHE,S.5169,"320,828.79","318,447.08","438,700.97","398,096.54","397,983.00","396,785.00","396,644.00","396,574.00","395,854.00","395,460.00","395,460.00","394,343.00","4,645,176.39"
2105,Mara,Tarime DC,BOREGA,S.4969,"239,491.92","237,714.02","285,690.63","273,558.32","273,480.00","272,657.00","272,560.00","272,512.00","272,018.00","271,746.00","271,746.00","270,979.00","3,214,152.89"
2106,Mara,Tarime DC,BUKENYE,S.5605,"237,232.56","235,471.43","224,700.50","223,530.14","223,466.00","222,794.00","222,715.00","222,675.00","222,271.00","222,049.00","222,049.00","221,422.00","2,700,375.63"
2107,Mara,Tarime DC,BUNGURERE,S.877,"336,644.30","334,145.18","297,460.66","295,911.33","295,827.00","294,936.00","294,832.00","294,779.00","294,245.00","293,951.00","293,951.00","293,121.00","3,619,803.47"
2108,Mara,Tarime DC,BWIREGE,S.1892,"544,505.20","540,463.01","576,731.28","560,954.22","560,794.00","559,106.00","558,908.00","558,809.00","557,795.00","557,238.00","557,238.00","555,665.00","6,688,206.70"
2109,Mara,Tarime DC,GANYANGE,S.5609,"306,142.97","303,870.28","289,970.64","288,460.33","288,378.00","287,510.00","287,408.00","287,357.00","286,836.00","286,550.00","286,550.00","285,740.00","3,484,773.22"
2110,Mara,Tarime DC,GENGE,S.5031,"413,462.46","410,393.07","460,101.02","457,704.58","457,574.00","456,197.00","456,035.00","455,954.00","455,127.00","454,673.00","454,673.00","453,389.00","5,385,283.13"
2111,Mara,Tarime DC,GIBASO,S.4534,"350,200.44","347,600.69","331,700.73","329,973.07","329,879.00","328,886.00","328,769.00","328,711.00","328,115.00","327,787.00","327,787.00","326,862.00","3,986,270.93"
2112,Mara,Tarime DC,GORONGA,S.2376,"343,422.37","340,872.93","388,410.86","383,194.53","383,085.00","381,932.00","381,796.00","381,729.00","381,036.00","380,656.00","380,656.00","379,581.00","4,506,371.69"
2113,Mara,Tarime DC,INCHAGE,S.4294,"266,604.21","264,625.04","319,930.71","318,264.35","318,173.00","317,216.00","317,103.00","317,047.00","316,472.00","316,156.00","316,156.00","315,263.00","3,703,010.30"
2114,Mara,Tarime DC,INCHUGU,S.585,"1,168,087.93","1,159,416.49","1,111,732.46","1,105,941.99","1,105,626.00","1,102,299.00","1,101,907.00","1,101,712.00","1,099,713.00","1,098,616.00","1,098,616.00","1,095,514.00","13,349,181.87"
2115,Mara,Tarime DC,INGWE,S.3793,"1,212,145.40","1,203,146.90","1,160,952.57","1,226,222.50","1,225,872.00","1,222,183.00","1,221,749.00","1,221,532.00","1,219,316.00","1,218,100.00","1,218,100.00","1,214,660.00","14,563,979.37"
2116,Mara,Tarime DC,ITIRYO,S.4578,"579,525.25","575,223.08","511,461.13","508,797.18","508,652.00","507,121.00","506,941.00","506,851.00","505,931.00","505,427.00","505,427.00","504,000.00","6,225,356.64"
2117,Mara,Tarime DC,J K NYERERE,S.4741,"752,366.11","746,780.83","762,911.69","762,131.34","761,913.00","759,621.00","759,351.00","759,216.00","757,839.00","757,083.00","757,083.00","754,945.00","9,091,240.98"
2118,Mara,Tarime DC,KANGARIANI,S.5607,"176,229.90","174,921.64","166,920.37","166,050.96","166,003.00","165,504.00","165,445.00","165,416.00","165,116.00","164,951.00","164,951.00","164,485.00","2,005,993.87"
2119,Mara,Tarime DC,KEBOGWE,S.4904,"382,961.13","380,118.17","411,950.91","409,805.26","409,688.00","408,455.00","408,310.00","408,238.00","407,497.00","407,091.00","407,091.00","405,941.00","4,847,146.48"
2120,Mara,Tarime DC,KEMAKORERE,S.3396,"484,632.22","481,034.50","466,521.03","464,091.15","463,958.00","462,562.00","462,398.00","462,316.00","461,477.00","461,017.00","461,017.00","459,715.00","5,590,738.91"
2121,Mara,Tarime DC,KEMAMBO,S.4277,"582,914.28","578,586.95","585,291.30","582,242.80","582,076.00","580,325.00","580,118.00","580,016.00","578,963.00","578,386.00","578,386.00","576,753.00","6,964,058.33"
2122,Mara,Tarime DC,KEWAMAMBA,S.5475,"202,212.51","200,711.37","191,530.42","190,532.84","190,478.00","189,905.00","189,838.00","189,804.00","189,460.00","189,271.00","189,271.00","188,736.00","2,301,750.14"
2123,Mara,Tarime DC,KIBASUKA,S.2330,"443,963.79","440,667.97","420,510.93","417,256.27","417,137.00","415,882.00","415,734.00","415,660.00","414,906.00","414,492.00","414,492.00","413,322.00","5,044,023.95"
2124,Mara,Tarime DC,KITAWASI,S.3817,"371,664.34","368,905.25","387,340.86","351,261.65","351,161.00","350,104.00","349,980.00","349,918.00","349,283.00","348,935.00","348,935.00","347,950.00","4,275,438.10"
2125,Mara,Tarime DC,KOROTAMBE,S.4279,"446,223.14","442,910.56","448,330.99","445,995.86","445,868.00","444,527.00","444,369.00","444,290.00","443,484.00","443,042.00","443,042.00","441,791.00","5,333,873.55"
2126,Mara,Tarime DC,KURUMWA,S.3392,"284,679.07","282,565.72","339,190.75","337,424.07","337,328.00","336,312.00","336,193.00","336,133.00","335,524.00","335,189.00","335,189.00","334,242.00","3,929,969.61"
2127,Mara,Tarime DC,MAGOTO,S.336,"1,025,748.39","1,018,133.63","747,931.66","742,971.62","742,759.00","740,524.00","740,261.00","740,130.00","738,787.00","738,050.00","738,050.00","735,966.00","9,449,312.30"
2128,Mara,Tarime DC,MANGA,S.587,"1,220,053.15","1,210,995.95","1,105,312.45","1,060,171.54","1,059,868.00","1,056,679.00","1,056,303.00","1,056,116.00","1,054,200.00","1,053,149.00","1,053,149.00","1,050,175.00","13,036,172.08"
2129,Mara,Tarime DC,MATONGO,S.5610,"152,506.64","151,374.49","144,450.32","143,697.95","143,657.00","143,225.00","143,174.00","143,148.00","142,889.00","142,746.00","142,746.00","142,343.00","1,735,957.41"
2130,Mara,Tarime DC,MBOGI,S.1893,"587,433.00","583,072.12","630,231.40","626,948.83","626,770.00","624,883.00","624,661.00","624,551.00","623,418.00","622,796.00","622,796.00","621,037.00","7,418,597.35"
2131,Mara,Tarime DC,MURIBA,S.5345,"373,923.70","371,147.83","536,071.19","533,279.06","533,127.00","531,522.00","531,333.00","531,239.00","530,275.00","529,747.00","529,747.00","528,251.00","6,059,662.77"
2132,Mara,Tarime DC,MWEMA,S.838,"596,470.43","592,042.46","633,441.40","630,142.12","629,962.00","628,066.00","627,843.00","627,732.00","626,593.00","625,968.00","625,968.00","624,200.00","7,468,428.41"
2133,Mara,Tarime DC,NKEREGE,S.5344,"258,696.46","256,775.99","228,980.51","227,787.86","227,723.00","227,037.00","226,957.00","226,917.00","226,505.00","226,279.00","226,279.00","225,640.00","2,785,577.82"
2134,Mara,Tarime DC,NYABICHUNE,S.5606,"275,641.64","273,595.38","261,080.58","259,720.74","259,646.00","258,865.00","258,773.00","258,727.00","258,258.00","258,000.00","258,000.00","257,272.00","3,137,579.33"
2135,Mara,Tarime DC,NYABIRONGO,S.5278,"295,975.86","293,778.65","370,220.82","368,292.52","368,187.00","367,079.00","366,949.00","366,884.00","366,218.00","365,853.00","365,853.00","364,820.00","4,260,110.85"
2136,Mara,Tarime DC,NYAIBARA,S.2329,"642,787.26","638,015.46","674,101.49","681,234.72","681,040.00","678,990.00","678,749.00","678,629.00","677,398.00","676,722.00","676,722.00","674,811.00","8,059,199.94"
2137,Mara,Tarime DC,NYAMONGO,S.586,"1,356,744.29","1,346,672.35","1,059,302.35","1,053,784.96","1,053,484.00","1,050,313.00","1,049,940.00","1,049,754.00","1,047,850.00","1,046,805.00","1,046,805.00","1,043,849.00","13,205,303.95"
2138,Mara,Tarime DC,NYAMWAGA,S.3390,"565,969.10","561,767.56","638,791.41","635,464.26","635,283.00","633,371.00","633,146.00","633,034.00","631,885.00","631,255.00","631,255.00","629,472.00","7,460,693.34"
2139,Mara,Tarime DC,NYAMWIGURA,S.4577,"310,661.68","308,355.45","273,920.61","269,300.60","269,224.00","268,413.00","268,318.00","268,271.00","267,784.00","267,517.00","267,517.00","266,761.00","3,306,043.34"
2140,Mara,Tarime DC,NYANSISINE,S.5346,"319,699.11","317,325.79","302,810.67","304,426.77","304,340.00","303,424.00","303,316.00","303,262.00","302,712.00","302,410.00","302,410.00","301,556.00","3,667,692.34"
2141,Mara,Tarime DC,NYANTIRA,S.4903,"338,903.65","336,387.76","374,500.83","375,743.53","375,636.00","374,506.00","374,373.00","374,306.00","373,627.00","373,255.00","373,255.00","372,201.00","4,416,694.77"
2142,Mara,Tarime DC,NYANUNGU,S.878,"554,672.31","550,554.64","601,341.33","598,209.24","598,038.00","596,238.00","596,027.00","595,921.00","594,840.00","594,247.00","594,247.00","592,569.00","7,066,904.52"
2143,Mara,Tarime DC,NYARERO,S.3789,"234,973.20","233,228.85","256,800.57","255,463.02","255,390.00","254,621.00","254,531.00","254,486.00","254,024.00","253,771.00","253,771.00","253,054.00","3,014,113.64"
2144,Mara,Tarime DC,REGICHERI,S.5608,"146,858.25","145,768.03","139,100.31","138,375.80","138,336.00","137,920.00","137,871.00","137,847.00","137,596.00","137,459.00","137,459.00","137,071.00","1,671,661.39"
2145,Mara,Tarime DC,SIRARI,S.4280,"1,438,081.17","1,427,405.41","1,383,513.06","1,376,307.02","1,375,914.00","1,371,773.00","1,371,286.00","1,371,043.00","1,368,555.00","1,367,190.00","1,367,190.00","1,363,330.00","16,581,587.67"
2146,Mara,Tarime TC,BOMANI,S.4576,"985,079.95","977,767.10","867,771.92","863,252.12","863,005.00","860,408.00","860,103.00","859,950.00","858,390.00","857,534.00","857,534.00","855,112.00","10,565,907.10"
2147,Mara,Tarime TC,IGANANA,S.5306,"349,070.76","346,479.40","507,181.12","504,539.47","504,395.00","502,877.00","502,699.00","502,610.00","501,698.00","501,197.00","501,197.00","499,782.00","5,723,725.75"
2148,Mara,Tarime TC,KENYAMANYORI,S.4533,"510,614.84","506,824.23","515,741.14","513,054.90","512,908.00","511,365.00","511,183.00","511,092.00","510,165.00","509,656.00","509,656.00","508,217.00","6,130,477.11"
2149,Mara,Tarime TC,MOGABIRI,S.561,"1,015,581.28","1,008,042.00","1,165,232.58","1,159,163.46","1,158,832.00","1,155,345.00","1,154,934.00","1,154,730.00","1,152,635.00","1,151,485.00","1,151,485.00","1,148,234.00","13,575,699.32"
2150,Mara,Tarime TC,NKENDE,S.1442,"1,028,007.75","1,020,376.22","982,262.18","977,146.05","976,867.00","973,927.00","973,581.00","973,408.00","971,642.00","970,673.00","970,673.00","967,932.00","11,786,495.19"
2151,Mara,Tarime TC,NKONGORE,S.5237,"263,215.17","261,261.16","379,850.84","377,872.38","377,764.00","376,628.00","376,494.00","376,427.00","375,744.00","375,369.00","375,369.00","374,309.00","4,290,303.56"
2152,Mara,Tarime TC,NYAMISANGURA,S.4278,"1,107,085.27","1,098,866.69","1,110,662.46","1,104,877.56","1,104,562.00","1,101,238.00","1,100,846.00","1,100,651.00","1,098,655.00","1,097,559.00","1,097,559.00","1,094,460.00","13,217,021.99"
2153,Mara,Tarime TC,NYANDOTO,S.3387,"699,271.21","694,080.09","620,601.37","617,368.97","617,192.00","615,335.00","615,116.00","615,008.00","613,892.00","613,279.00","613,279.00","611,548.00","7,545,970.63"
2154,Mara,Tarime TC,REBU,S.1441,"1,531,844.51","1,520,472.69","1,259,392.79","1,252,833.23","1,252,475.00","1,248,706.00","1,248,262.00","1,248,041.00","1,245,777.00","1,244,534.00","1,244,534.00","1,241,020.00","15,537,892.22"
2155,Mara,Tarime TC,TAGOTA,S.5307,"215,768.66","214,166.88","255,730.57","254,398.59","254,326.00","253,560.00","253,470.00","253,426.00","252,966.00","252,713.00","252,713.00","252,000.00","2,965,238.69"
2156,Mara,Tarime TC,TARIME,S.129,"1,039,304.54","1,031,589.14","951,232.11","1,094,233.27","1,093,920.00","1,090,628.00","1,090,241.00","1,090,048.00","1,088,070.00","1,086,985.00","1,086,985.00","1,083,916.00","12,827,152.06"
2157,Mara,Tarime TC,TURWA SHULE YA,S.5464,,"402,544.02","384,130.85","382,130.10","382,021.00","380,871.00","380,736.00","380,668.00","379,978.00","379,599.00","379,599.00","378,527.00","4,210,803.98"
2158,Mbeya,Busokelo,BUSOKELO BOYS,S.5370,"214,638.98","213,045.58","256,800.57","256,527.45","256,454.00","255,682.00","255,592.00","255,546.00","255,083.00","254,828.00","254,828.00","254,109.00","2,983,134.58"
2159,Mbeya,Busokelo,BUSOKELO GIRLS,S.5087,"316,310.08","313,961.91","301,740.67","331,037.50","330,943.00","329,947.00","329,830.00","329,771.00","329,173.00","328,845.00","328,845.00","327,916.00","3,898,320.15"
