S/N,REGION,COUNCIL,SCHOOL NAME,Reg#,"July, 2022","Augut, 2022","September, 2022","October, 2022","November, 2022","December, 2022","January, 2023","February, 2023","March, 2023","April, 2023","May, 2023","June, 2023", TOTAL 
2160,Mbeya,Busokelo,IKAPU,S.3383,"381,831.45","378,996.88","416,230.92","428,964.99","428,842.00","427,552.00","427,400.00","427,324.00","426,549.00","426,123.00","426,123.00","424,920.00","5,020,857.24"
2161,Mbeya,Busokelo,ISANGE,S.1084,"419,110.85","415,999.53","396,970.88","432,158.28","432,035.00","430,735.00","430,582.00","430,505.00","429,724.00","429,296.00","429,296.00","428,083.00","5,104,495.54"
2162,Mbeya,Busokelo,KABULA,S.2254,"506,096.12","502,339.06","364,870.81","359,777.09","359,674.00","358,592.00","358,464.00","358,401.00","357,751.00","357,394.00","357,394.00","356,385.00","4,597,138.08"
2163,Mbeya,Busokelo,KIFUNDA ,S.5767,,,,"88,347.63","88,322.00","88,057.00","88,025.00","88,010.00","87,850.00","87,762.00","87,762.00","87,515.00","791,650.63"
2164,Mbeya,Busokelo,KISEGESE,S.2251,"427,018.60","423,848.58","387,340.86","385,323.39","385,213.00","384,054.00","383,918.00","383,850.00","383,153.00","382,771.00","382,771.00","381,690.00","4,690,951.43"
2165,Mbeya,Busokelo,KYEJO,S.1083,"526,430.34","522,522.33","498,621.10","476,864.30","476,728.00","475,293.00","475,124.00","475,040.00","474,178.00","473,706.00","473,706.00","472,368.00","5,820,581.08"
2166,Mbeya,Busokelo,LUFILYO,S.884,"2,229,986.04","2,213,431.48","2,316,555.13","2,249,139.01","2,248,496.00","2,241,729.00","2,240,933.00","2,240,536.00","2,236,471.00","2,234,241.00","2,234,241.00","2,227,932.00","26,913,690.66"
2167,Mbeya,Busokelo,LUTEBA,S.4149,"384,090.81","381,239.47","358,450.79","356,583.80","356,482.00","355,409.00","355,283.00","355,220.00","354,575.00","354,222.00","354,222.00","353,222.00","4,318,999.87"
2168,Mbeya,Busokelo,LWANGWA,S.1081,"1,148,883.39","1,140,354.52","1,170,582.59","1,071,880.26","1,071,574.00","1,068,349.00","1,067,969.00","1,067,780.00","1,065,843.00","1,064,780.00","1,064,780.00","1,061,773.00","13,064,548.75"
2169,Mbeya,Busokelo,MBIGILI,S.3407,"197,693.80","196,226.20","151,940.34","174,566.40","174,516.00","173,991.00","173,929.00","173,899.00","173,583.00","173,410.00","173,410.00","172,920.00","2,110,084.73"
2170,Mbeya,Busokelo,MPATA,S.4213,"173,970.54","172,679.05","126,260.28","187,339.55","187,286.00","186,722.00","186,656.00","186,623.00","186,284.00","186,099.00","186,099.00","185,573.00","2,151,591.42"
2171,Mbeya,Busokelo,MWAKALELI,S.200,"1,842,506.20","1,898,348.28","1,811,514.01","1,783,983.43","1,783,473.00","1,778,106.00","1,777,475.00","1,777,160.00","1,773,935.00","1,772,166.00","1,772,166.00","1,767,162.00","21,537,994.91"
2172,Mbeya,Busokelo,MWATISI,S.1251,"424,759.25","421,606.00","358,450.79","378,936.81","378,828.00","377,688.00","377,554.00","377,487.00","376,803.00","376,427.00","376,427.00","375,364.00","4,600,330.85"
2173,Mbeya,Busokelo,MZALENDO,S.2277,"457,519.93","454,123.48","468,661.04","466,220.01","466,087.00","464,684.00","464,519.00","464,437.00","463,594.00","463,132.00","463,132.00","461,824.00","5,557,933.46"
2174,Mbeya,Busokelo,NDEMBO ,S.5768,,,,"126,667.08","126,631.00","126,250.00","126,205.00","126,183.00","125,954.00","125,828.00","125,828.00","125,473.00","1,135,019.08"
2175,Mbeya,Busokelo,NTABA,S.1085,"910,521.15","903,761.79","848,511.88","855,801.12","855,556.00","852,982.00","852,679.00","852,528.00","850,981.00","850,132.00","850,132.00","847,732.00","10,331,317.94"
2176,Mbeya,Busokelo,SELYA,S.1253,"661,991.80","657,077.43","610,971.35","607,789.10","607,615.00","605,787.00","605,572.00","605,464.00","604,366.00","603,763.00","603,763.00","602,058.00","7,376,217.69"
2177,Mbeya,Chunya DC,CHALANGWA,S.3480,"735,420.93","729,961.45","663,401.47","659,946.14","659,757.00","657,772.00","657,538.00","657,422.00","656,229.00","655,575.00","655,575.00","653,723.00","8,042,320.98"
2178,Mbeya,Chunya DC,CHOKAA,S.3482,"831,443.63","825,271.31","700,851.55","697,201.16","697,002.00","694,904.00","694,657.00","694,534.00","693,274.00","692,583.00","692,583.00","690,627.00","8,604,931.66"
2179,Mbeya,Chunya DC,IFUMBO,S.3475,"255,307.42","253,412.12","245,030.54","243,754.30","243,685.00","242,951.00","242,865.00","242,822.00","242,381.00","242,140.00","242,140.00","241,456.00","2,937,944.38"
2180,Mbeya,Chunya DC,ISANGAWANA,S.2087,"710,567.99","705,293.01","694,431.54","690,814.58","690,617.00","688,539.00","688,294.00","688,172.00","686,924.00","686,239.00","686,239.00","684,301.00","8,300,432.13"
2181,Mbeya,Chunya DC,ISENYELA,S.3474,"469,946.40","466,457.70","510,391.13","507,732.75","507,588.00","506,060.00","505,880.00","505,791.00","504,873.00","504,369.00","504,369.00","502,945.00","5,996,402.98"
2182,Mbeya,Chunya DC,ITEWE,S.3481,"504,966.44","501,217.77","523,231.16","520,505.90","520,357.00","518,791.00","518,607.00","518,515.00","517,574.00","517,058.00","517,058.00","515,598.00","6,193,479.27"
2183,MBEYA,CHUNYA DC,KIPOKA,S.5378,"244,010.63","242,199.19","431,210.95","428,964.99","428,842.00","427,552.00","427,400.00","427,324.00","426,549.00","426,123.00","426,123.00","424,920.00","4,761,218.76"
2184,Mbeya,Chunya DC,KIWANJA,S.1247,"1,252,813.84","1,243,513.43","1,605,003.55","1,649,865.34","1,649,394.00","1,644,430.00","1,643,846.00","1,643,555.00","1,640,573.00","1,638,937.00","1,638,937.00","1,634,309.00","18,885,177.17"
2185,Mbeya,Chunya DC,LUPA,S.666,"1,394,023.70","1,383,675.00","1,464,833.24","1,577,484.15","1,577,033.00","1,572,287.00","1,571,729.00","1,571,450.00","1,568,599.00","1,567,035.00","1,567,035.00","1,562,610.00","18,377,794.09"
2186,Mbeya,Chunya DC,MAKALLA,S.5052,"389,739.20","386,845.93","422,650.94","418,320.70","418,201.00","416,943.00","416,794.00","416,721.00","415,965.00","415,550.00","415,550.00","414,376.00","4,947,656.76"
2187,Mbeya,Chunya DC,MAKONGOLOSI,S.1609,"867,593.35","861,152.67","793,941.76","789,806.51","789,581.00","787,205.00","786,925.00","786,785.00","785,358.00","784,575.00","784,575.00","782,359.00","9,599,857.29"
2188,Mbeya,Chunya DC,MTANDE,S.3478,"631,490.47","626,802.53","593,851.32","590,758.23","590,589.00","588,812.00","588,603.00","588,499.00","587,431.00","586,845.00","586,845.00","585,188.00","7,145,714.56"
2189,Mbeya,Chunya DC,MTANILA,S.4520,"390,868.88","387,967.22","465,451.03","463,026.72","462,894.00","461,501.00","461,337.00","461,256.00","460,419.00","459,960.00","459,960.00","458,661.00","5,393,301.86"
2190,Mbeya,Chunya DC,SANGAMBI,S.5379,"333,255.26","330,781.30","415,160.92","412,998.55","412,880.00","411,638.00","411,492.00","411,419.00","410,672.00","410,263.00","410,263.00","409,104.00","4,779,927.03"
2191,Mbeya,Kyela DC,BUJONDE,S.3127,"534,338.09","530,371.37","463,311.03","460,897.87","460,766.00","459,379.00","459,216.00","459,135.00","458,302.00","457,845.00","457,845.00","456,552.00","5,657,958.36"
2192,Mbeya,Kyela DC,BUSALE,S.5518,"108,449.17","107,644.08","304,950.68","286,331.47","286,250.00","285,388.00","285,287.00","285,236.00","284,719.00","284,435.00","284,435.00","283,632.00","3,086,757.40"
2193,Mbeya,Kyela DC,IKAMA,S.3124,"659,732.45","654,834.85","686,941.52","683,363.58","683,168.00","681,112.00","680,870.00","680,750.00","679,515.00","678,837.00","678,837.00","676,920.00","8,124,881.39"
2194,Mbeya,Kyela DC,IKIMBA,S.3131,"1,032,526.46","1,024,861.39","1,072,142.37","1,066,558.11","1,066,253.00","1,063,044.00","1,062,667.00","1,062,479.00","1,060,551.00","1,059,493.00","1,059,493.00","1,056,501.00","12,686,569.34"
2195,Mbeya,Kyela DC,IKOLO,S.1334,"560,320.71","556,161.10","529,651.17","420,449.55","420,329.00","419,064.00","418,916.00","418,841.00","418,081.00","417,664.00","417,664.00","416,485.00","5,413,626.54"
2196,Mbeya,Kyela DC,IPANDE,S.1691,"567,098.78","562,888.86","535,001.18","532,214.63","532,062.00","530,461.00","530,273.00","530,179.00","529,217.00","528,689.00","528,689.00","527,196.00","6,433,969.45"
2197,Mbeya,Kyela DC,IPINDA,S.267,"910,521.15","903,761.79","984,402.18","979,274.91","978,995.00","976,049.00","975,702.00","975,529.00","973,759.00","972,788.00","972,788.00","970,041.00","11,573,611.03"
2198,Mbeya,Kyela DC,ITOPE,S.183,"734,291.25","728,840.15","584,221.29","581,178.37","581,012.00","579,264.00","579,058.00","578,955.00","577,905.00","577,329.00","577,329.00","575,698.00","7,255,081.07"
2199,Mbeya,Kyela DC,ITUNGE,S.3130,"1,029,137.43","1,021,497.51","1,066,792.36","1,061,235.96","1,060,933.00","1,057,740.00","1,057,364.00","1,057,177.00","1,055,259.00","1,054,206.00","1,054,206.00","1,051,229.00","12,626,777.26"
2200,Mbeya,Kyela DC,KAFUNDO,S.3035,"1,304,779.07","1,295,092.89","1,263,672.80","1,121,908.43","1,121,588.00","1,118,212.00","1,117,815.00","1,117,617.00","1,115,589.00","1,114,477.00","1,114,477.00","1,111,330.00","13,916,558.19"
2201,Mbeya,Kyela DC,KAJUNJUMELE,S.2291,"685,715.06","680,624.57","592,781.31","586,500.52","586,333.00","584,568.00","584,361.00","584,257.00","583,197.00","582,615.00","582,615.00","580,970.00","7,214,537.46"
2202,Mbeya,Kyela DC,KATUMBASONGWE,S.3126,"697,011.85","691,837.50","479,361.06","476,864.30","476,728.00","475,293.00","475,124.00","475,040.00","474,178.00","473,706.00","473,706.00","472,368.00","6,141,217.71"
2203,Mbeya,Kyela DC,KIWIRA COAL MINE,S.1256,"695,882.17","690,716.21","613,111.36","609,917.96","609,744.00","607,909.00","607,693.00","607,585.00","606,483.00","605,878.00","605,878.00","604,167.00","7,464,964.70"
2204,Mbeya,Kyela DC,KYELA,S.550,"1,644,812.40","1,853,496.58","1,819,004.03","1,807,400.87","1,806,884.00","1,801,447.00","1,800,807.00","1,800,488.00","1,797,221.00","1,795,429.00","1,795,429.00","1,790,359.00","21,512,777.87"
2205,Mbeya,Kyela DC,LUSUNGO,S.3125,"463,168.33","459,729.94","417,300.92","414,062.98","413,945.00","412,699.00","412,552.00","412,479.00","411,731.00","411,320.00","411,320.00","410,159.00","5,050,467.17"
2206,Mbeya,Kyela DC,MAKWALE,S.3128,"1,086,751.05","1,078,683.43","1,044,322.31","1,038,882.95","1,038,586.00","1,035,460.00","1,035,093.00","1,034,909.00","1,033,032.00","1,032,001.00","1,032,001.00","1,029,087.00","12,518,808.74"
2207,Mbeya,Kyela DC,MASUKILA,S.2292,"616,804.65","612,225.73","612,041.36","608,853.53","608,679.00","606,848.00","606,632.00","606,525.00","605,424.00","604,820.00","604,820.00","603,113.00","7,296,786.27"
2208,Mbeya,Kyela DC,MATEMA BEACH,S.1087,"1,153,402.10","1,144,839.69","1,178,072.61","1,194,289.62","1,193,948.00","1,190,355.00","1,189,932.00","1,189,721.00","1,187,563.00","1,186,379.00","1,186,379.00","1,183,029.00","14,177,910.02"
2209,Mbeya,Kyela DC,MWAKILIMA,S.5803,,,,"167,115.39","167,068.00","166,565.00","166,506.00","166,476.00","166,174.00","166,008.00","166,008.00","165,540.00","1,497,460.39"
2210,Mbeya,Kyela DC,MWAYA,S.2293,"1,092,399.44","1,084,289.89","916,992.03","912,215.87","911,955.00","909,211.00","908,888.00","908,727.00","907,078.00","906,173.00","906,173.00","903,614.00","11,267,716.23"
2211,Mbeya,Kyela DC,NDOBO,S.4309,"629,231.12","624,559.95","579,941.28","581,178.37","581,012.00","579,264.00","579,058.00","578,955.00","577,905.00","577,329.00","577,329.00","575,698.00","7,041,460.72"
2212,Mbeya,Kyela DC,NGONGA,S.3129,"648,435.66","643,621.92","548,911.22","546,052.21","545,896.00","544,253.00","544,060.00","543,964.00","542,977.00","542,435.00","542,435.00","540,903.00","6,733,944.00"
2213,Mbeya,Kyela DC,NJISI,S.5802,,,,"144,762.38","144,721.00","144,285.00","144,234.00","144,209.00","143,947.00","143,803.00","143,803.00","143,397.00","1,297,161.38"
2214,Mbeya,Kyela DC,NKUYU,S.2294,"1,453,896.67","1,443,103.51","1,418,823.14","1,411,433.19","1,411,030.00","1,406,783.00","1,406,284.00","1,406,034.00","1,403,484.00","1,402,084.00","1,402,084.00","1,398,125.00","16,963,164.51"
2215,Mbeya,Kyela DC,NYASA LAKE SHORE,S.4119,"816,757.81","810,694.51","831,391.84","824,932.67","824,697.00","822,215.00","821,923.00","821,777.00","820,286.00","819,468.00","819,468.00","817,154.00","9,850,764.83"
2216,Mbeya,Mbarali DC,GWILI,S.4042,"516,263.23","512,430.69","610,971.35","606,724.67","606,551.00","604,726.00","604,511.00","604,404.00","603,307.00","602,706.00","602,706.00","601,004.00","7,076,304.95"
2217,Mbeya,Mbarali DC,HAROON MULLA PIRMOHAMED,S.5543,"419,110.85","415,999.53","396,970.88","394,903.25","394,790.00","393,602.00","393,462.00","393,393.00","392,679.00","392,287.00","392,287.00","391,180.00","4,770,664.52"
2218,Mbeya,Mbarali DC,IGAVA,S.4768,"396,517.27","393,573.68","442,980.98","440,673.71","440,548.00","439,222.00","439,066.00","438,988.00","438,192.00","437,755.00","437,755.00","436,519.00","5,181,790.65"
2219,Mbeya,Mbarali DC,IGOMELO,S.3797,"616,804.65","612,225.73","643,071.42","629,077.69","628,898.00","627,005.00","626,782.00","626,671.00","625,535.00","624,911.00","624,911.00","623,146.00","7,509,038.49"
2220,Mbeya,Mbarali DC,IHANGA MBARALI,S.5352,"539,986.49","535,977.84","662,331.47","656,752.85","656,565.00","654,589.00","654,357.00","654,241.00","653,054.00","652,402.00","652,402.00","650,560.00","7,623,218.64"
2221,Mbeya,Mbarali DC,IMALILO SONGWE,S.3798,"393,128.24","390,209.81","376,640.83","374,679.10","374,572.00","373,445.00","373,312.00","373,246.00","372,569.00","372,197.00","372,197.00","371,146.00","4,517,341.97"
2222,Mbeya,Mbarali DC,IPWANI,S.5094,"299,364.89","297,142.52","390,550.86","388,516.68","388,406.00","387,237.00","387,099.00","387,031.00","386,328.00","385,943.00","385,943.00","384,853.00","4,468,414.96"
2223,Mbeya,Mbarali DC,ITAMBOLEO,S.5353,"106,189.81","105,401.50","142,310.32","149,020.10","148,977.00","148,529.00","148,476.00","148,450.00","148,181.00","148,033.00","148,033.00","147,615.00","1,689,215.72"
2224,Mbeya,Mbarali DC,JAKAYA,S.3796,"718,475.75","713,142.06","678,381.50","674,848.15","674,655.00","672,625.00","672,386.00","672,267.00","671,047.00","670,378.00","670,378.00","668,485.00","8,157,068.45"
2225,Mbeya,Mbarali DC,KAPUNGA,S.5355,"202,212.51","200,711.37","309,230.68","307,620.05","307,532.00","306,607.00","306,498.00","306,443.00","305,887.00","305,582.00","305,582.00","304,719.00","3,468,624.62"
2226,Mbeya,Mbarali DC,MADIBIRA,S.883,"1,335,280.40","1,325,367.79","1,415,613.13","1,422,077.48","1,421,671.00","1,417,393.00","1,416,889.00","1,416,638.00","1,414,068.00","1,412,658.00","1,412,658.00","1,408,669.00","16,818,982.80"
2227,Mbeya,Mbarali DC,MALENGA,S.777,"1,112,733.66","1,104,473.16","1,038,972.30","1,033,560.80","1,033,265.00","1,030,156.00","1,029,790.00","1,029,607.00","1,027,739.00","1,026,714.00","1,026,714.00","1,023,815.00","12,517,539.92"
2228,Mbeya,Mbarali DC,MAPOGORO,S.5540,"337,773.97","335,266.47","360,590.80","357,648.23","357,546.00","356,470.00","356,343.00","356,280.00","355,634.00","355,279.00","355,279.00","354,276.00","4,238,386.47"
2229,Mbeya,Mbarali DC,MAWINDI,S.1250,"990,728.35","983,373.56","1,019,712.26","1,074,009.12","1,073,702.00","1,070,471.00","1,070,091.00","1,069,901.00","1,067,960.00","1,066,895.00","1,066,895.00","1,063,882.00","12,617,620.28"
2230,Mbeya,Mbarali DC,MBARALI,S.1733,"1,092,399.44","1,084,289.89","1,005,802.23","1,000,563.50","1,000,277.00","997,267.00","996,913.00","996,736.00","994,928.00","993,936.00","993,936.00","991,129.00","12,148,177.06"
2231,Mbeya,Mbarali DC,MENGELE,S.1248,"1,287,833.88","1,278,273.50","1,272,232.82","1,214,513.78","1,214,167.00","1,210,513.00","1,210,083.00","1,209,868.00","1,207,673.00","1,206,469.00","1,206,469.00","1,203,062.00","14,721,157.98"
2232,Mbeya,Mbarali DC,MIYOMBWENI,S.4767,"449,612.18","446,274.43","432,280.96","430,029.42","429,906.00","428,613.00","428,460.00","428,385.00","427,607.00","427,181.00","427,181.00","425,975.00","5,181,504.99"
2233,Mbeya,Mbarali DC,MSHIKAMANO,S.2236,"1,156,791.14","1,148,203.57","1,082,842.40","1,077,202.40","1,076,894.00","1,073,654.00","1,073,272.00","1,073,082.00","1,071,135.00","1,070,067.00","1,070,067.00","1,067,045.00","13,040,255.50"
2234,Mbeya,Mbarali DC,MUWALE,S.5356,"379,572.09","376,754.30","597,061.32","593,951.52","593,782.00","591,995.00","591,784.00","591,680.00","590,606.00","590,017.00","590,017.00","588,351.00","6,675,571.23"
2235,Mbeya,Mbarali DC,MWAKAGANGA,S.5093,"953,448.95","946,370.91","1,190,912.64","1,184,709.76","1,184,371.00","1,180,807.00","1,180,387.00","1,180,178.00","1,178,037.00","1,176,862.00","1,176,862.00","1,173,539.00","13,706,485.25"
2236,Mbeya,Mbarali DC,MWATENGA,S.5354,"184,137.65","182,770.68","281,410.62","279,944.89","279,865.00","279,023.00","278,924.00","278,874.00","278,368.00","278,091.00","278,091.00","277,305.00","3,156,804.85"
2237,Mbeya,Mbarali DC,NYAMAKUYU,S.5357,"166,062.79","164,830.00","268,570.59","267,171.74","267,095.00","266,292.00","266,197.00","266,150.00","265,667.00","265,402.00","265,402.00","264,653.00","2,993,493.13"
2238,Mbeya,Mbarali DC,RUIWA,S.882,"906,002.43","899,276.62","753,281.67","749,358.19","749,144.00","746,889.00","746,624.00","746,492.00","745,138.00","744,394.00","744,394.00","742,292.00","9,273,285.92"
2239,Mbeya,Mbarali DC,RUJEWA,S.292,"1,705,815.06","1,693,151.74","1,615,703.58","1,610,481.46","1,610,021.00","1,605,176.00","1,604,606.00","1,604,321.00","1,601,411.00","1,599,814.00","1,599,814.00","1,595,296.00","19,445,610.84"
2240,Mbeya,Mbarali DC,UHAHI,S.4796,"386,350.17","383,482.05","347,750.77","345,939.51","345,841.00","344,800.00","344,677.00","344,616.00","343,991.00","343,648.00","343,648.00","342,678.00","4,217,421.49"
2241,Mbeya,Mbarali DC,UTENGULE USANGU,S.2237,"613,415.61","608,861.85","566,031.25","563,083.07","562,922.00","561,228.00","561,029.00","560,929.00","559,912.00","559,353.00","559,353.00","557,774.00","6,833,891.79"
2242,Mbeya,Mbeya CC,DR TULIA ACKSON,S.5708,"40,668.44","40,366.53","38,520.09","38,319.45","38,308.00","38,193.00","38,180.00","38,173.00","38,104.00","38,066.00","38,066.00","37,958.00","462,922.51"
2243,Mbeya,Mbeya CC,FOREST,S.1552,"947,800.55","940,764.45","951,232.11","946,277.61","946,007.00","943,160.00","942,825.00","942,658.00","940,948.00","940,009.00","940,009.00","937,355.00","11,319,045.71"
2244,Mbeya,Mbeya CC,HAYOMBO,S.3150,"673,288.59","668,290.36","707,271.57","703,587.74","703,387.00","701,270.00","701,021.00","700,897.00","699,625.00","698,927.00","698,927.00","696,954.00","8,353,446.25"
2245,Mbeya,Mbeya CC,IDUDA,S.1551,"745,588.04","740,053.08","683,731.51","683,363.58","683,168.00","681,112.00","680,870.00","680,750.00","679,515.00","678,837.00","678,837.00","676,920.00","8,292,745.21"
2246,Mbeya,Mbeya CC,IGANZO,S.990,"1,260,721.59","1,251,362.48","1,248,692.77","1,242,188.94","1,241,834.00","1,238,097.00","1,237,657.00","1,237,438.00","1,235,193.00","1,233,961.00","1,233,961.00","1,230,476.00","14,891,582.77"
2247,Mbeya,Mbeya CC,IHANGA,S.4112,"1,047,212.29","1,039,438.19","1,049,672.32","1,044,205.10","1,043,907.00","1,040,765.00","1,040,395.00","1,040,211.00","1,038,324.00","1,037,288.00","1,037,288.00","1,034,359.00","12,493,064.90"
2248,Mbeya,Mbeya CC,IKULU,S.5804,"143,469.21","142,404.15","135,890.30","135,182.52","135,144.00","134,737.00","134,689.00","134,665.00","134,421.00","134,287.00","134,287.00","133,908.00","1,633,084.18"
